hashtag,class
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"MonkeypoxNZ, Monkeypox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"nz, monkeypox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"volcanoes, Monkeypox, ClimateCrisis, Ukraine, polio",0
,0
,0
,0
,0
,0
Monkeypox,0
,0
,0
,0
"covid19, monkeypox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Pandemic, Monkeypox",0
,0
,0
,0
,0
,0
NZLvIRE,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"publichealth, influenza, CovidIsNotOver, COVID19",0
"NewZealand, Everyone, Aoteroa, Monkeypox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Monkeypox, EidAlAdha, internetdown, MONEY, MUFC",0
,0
,0
,0
,0
,0
"MonkeypoxVirus, Monkeypox",0
,0
,0
,0
"Monkeypox, Day11",0
,0
"newsportal, localnews, johornews, sustainability, 2022, online, news, sdgs, esg, MJO, selamatharirayaaidiladha, sustainablegoals, sustainable, MyJohorOnline",0
,0
,0
,0
,0
Monkeypox,0
,0
,0
"monkeypox, nhs",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Covid, Monkeypox",0
,0
"Covid, Monkeypox",0
,0
,0
WearAMask,0
,0
,0
,0
,0
,0
,0
,0
,0
"Wearamask, COVID19vic, COVID19aus",0
,0
"stockport, Monkeypox",0
"Wearamask, COVID19vic, COVID19aus",0
"Wearamask, COVID19vic, COVID19aus",0
,0
,0
,0
LivingWithStupid,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
Monkeypox,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
,0
"Affenpocken, Germany, Monkeypox, Deutschland",0
,0
,0
,0
,0
,0
,0
,0
,0
WearAMask,0
,0
,0
,0
,0
,0
,0
,0
BidenAdministration,0
,0
"Biden, Monkeypox",0
,0
,0
,0
,0
,0
,0
"NFTdiscord, openseanft, NFT, NFTCommunity, nftproject, Nftprojects, nftcollector, NFTs, art, nftart",0
,0
"monkeypox, MidlandsIPC",0
,0
,0
,0
"trans, Monkeypox, transpride",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"STI, monkeypox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"MonkeypoxVirus, News, Monkeypox, USnews, NowPlaying, Unemployment, NPRnews, ShinzoAbe, WorldNews, UnemploymentLow, assassinations",0
,0
"DC, News, LGBTQEquality, HumanityAtStake, HumanHealth, monkeypox, HeteroSupremacy, Politics, LGBTQ, LGBTrights, Health, Washington",0
"MonkeypoxVirus, Monkeypox, COVID, GodzillavsKong, Covid_19, CovidIsNotOver",0
,0
,0
monkeypox,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, 4",0
Monkeypox,0
,0
,0
,0
Rome,0
,0
,0
,0
monkeypox,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"CApol, CA12, CApolitics",0
"CApol, CApolitics, CA53",0
"LA02, LApol",0
"ORpol, OR04",0
,0
,0
,0
Monkeypox,0
,0
,0
,0
,0
Monkeypox,0
,0
,0
,0
,0
FailedState,0
,0
,0
Monkeypox,0
,0
,0
Monkeypox,0
,0
,0
"Democrats, Monkeypox, Trump",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"StayHome, N95, Centaurus, StaySafe, superspreader, BA5, WearAMask, SARS2",0
,0
"Monkeypox, COVID19",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
PublicHealthFailure,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
"RyanGnashersBridge, MonkeyPox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
MonkeyPox,0
monkeypox,0
,0
monkeypox,0
paidleave,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, MonkeypoxVirus",0
"hsv, virus, Monkeypox, cureherpes, curehsv",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"pride, monkeypox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
s,0
,0
,0
,0
,0
,0
,0
,0
,0
"MaskMandate, Airlines, variants, Masks, Covid",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
,0
monkeypox,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
GetVaccinated,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"PublicHeath, Monkeypox",0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
NYC,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"StaySafe, Monkeypox",0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"MonkeypoxVirus, outbreak, Monkeypox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
MaskItOrCasket,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
MonkeyPox,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"loser, monkeypox, SCOTUS",0
2,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Monkeypox, SchoolNurses",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, SARS2",0
,0
"monkeypox, catscratchfever",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"MONKEYPOX, ahemMPOX",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
"CovidIsNotOver, Monkeypox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
,0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
,0
"pandemic, monkeypox, CovidIsNotOver, CDC, covid, COVID19",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
2022News,0
"WakeUp, NoDsaNy, MaskMandate, MonkeyPox",0
"MonkeypoxVirus, dangerous, Monkeypox, ALERT, Crucial, coronavirusoutbreak, Pandemic, information, STAY",0
"MonkeypoxVirus, GetVaccinated, MSM, Vaccines, LGBTQIA, Hope, Pride, NYC, KnowYourStatus, HPV, Vaccinated, GetTested, Health, StaySafeStayHealthy",0
IThoughtWeWereGoingTo,0
"monkeypox, Latvia",0
"ba5, LFCC, Monkeypox",0
"Loveparade, Monkeypox",0
"ViruelaDelMono, Monkeypox",0
Monkeypox,0
MonkeyPox,0
"MONKEYPOX, jamaicantwitter",0
MonkeyPox,0
Monkeypox,0
"monkeypox, staysafe",0
"CommunitySpread, Monkeypox",0
,0
MonkeyPoxJA,0
"Monkeypox, SaturdayMotivation, liberal, Leftist, Saturday, Democrats, NewYork, California, SaturdayVibes",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
Monkeypox,0
,0
,0
,0
,0
,0
"ThankYouJournalistsForTheNewsWeGetFromYou, AndyVermautThanksYou",0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Bellingham, monkeypox, Seattle",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, Harlem",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
MonkeyPox,0
,0
,0
,0
Monkeypox,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
eviljelly,0
Monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
"Meningitis, Monkeypox, Vaccination, OnlyAtEmory, VaccinesWork",0
,0
,0
,0
,0
,0
,0
"ESSENCEFest, WirelessFestival, Monkeypox, COVID19",0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
"nbcnews, cbsnews, FoxNews, msnbc, foxnews, bbc, abcnews, cnn",0
BA5,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
"monkeypox, herpes",0
dorealley,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"AbortionIsHealthcare, monkeypox, pregnant",0
,0
,0
,0
,0
,0
"PublicHealth, MSM, MPV, Monkeypox",0
"austerity, LGBTQ, Monkeypox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"CovidIsNotOver, Monkeypox",0
,0
,0
"londontranspride, monkeypox",0
Selfish,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"PublicHealth, Monkeypox, RiskManagement",0
,0
,0
,0
,0
,0
"PrEP, STITesting, LBGTQhealhcare",0
,0
,0
,0
,0
Monkeypox,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
MonkeyPox,0
,0
,0
,0
,0
,0
monkey,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
CoronavirusPandemic,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
"Hollywood, Monkeypox",0
,0
monkeypox,0
"CovidIsNotOver, Monkeypox, COVID19",0
,0
Monkeypox,0
,0
,0
,0
,0
,0
,0
Obtheboy,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
jamaica,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, monkeypoxjamaica",0
,0
,0
,0
,0
"MonkeypoxVirus, ministryofhealth",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"theOURja, weregulate",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypoxvaccineplease,0
,0
,0
MonkeyPox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
FoxNews,0
,0
,0
,0
,0
,0
"slowresponse, Monkeypox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"IDTwitter, Monkeypox, MedEd",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, LGBTQ",0
"monkeypox, LGBTQ",0
,0
,0
,0
,0
"SpeakForHealth, EpiTwitter, OneHealth",0
,0
,0
,0
,0
,0
,0
,0
"COVID, Monkeypox, COVID19",0
,0
,0
,0
,0
"bullshit, Halsey, Monkeypox",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
facepalm,0
,0
"HIV, cnnnewday, gay",0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"mlb, MonkeyLivesMatter",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"Jamaica, Monkeypox",0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
MonkeyPox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
,0
MonkeyPox,0
,0
,0
monkeypox,0
MonkeyPox,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
"covid19, monkeypox, HealthCare",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
news,0
,0
,0
,0
,0
Rokfin,0
,0
,0
monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"monkeypox, covid",0
,0
Monkeypox,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
Monkeypox,0
"NFID, GetVaccinated, Monkeypox",0
,0
,0
,0
"Watch2Earn, ZIL, XCAD, MovetoEarn",0
,0
"health, monkeypox, disease",0
,0
,0
,0
,0
,0
,0
NewsBreak,0
,0
,0
,0
,0
,0
,0
,0
"saveworld, peace",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
"MonkeypoxVirus, Monkeypox, SaturdayVibes",0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,1
,1
,1
,1
,1
,1
"MonkeyPOX, STD, London",1
,1
,1
,1
,1
,1
,1
,1
,1
"Moneypox, Pfizer, pfizerdocuments",1
,1
"MoneyPox, FuckOff",1
,1
,1
,1
,1
,1
,1
"FakeNews, MonkeyPox",1
,1
,1
,1
,1
,1
,1
"AMC, FIREGARYGENSLER, AMCNOTLEAVING",1
,1
,1
Monkeypox,1
Tucker,1
,1
,1
,1
,1
Wuhan,1
,1
Tucker,1
,1
,1
,1
,1
,1
"Wuhan, Monkeypox",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"MonkeypoxIsAirborne, WHO, Monkeypox",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"virus, viral, Truth, monkeypox, ElonMusk, ShinzoAbe, YetToCome, quotes, quote, FridayVibes, Twitter, COVID19",1
,1
,1
,1
"pandemic, monkeypox, lockdown, itshappening, LiberalWorldOrder",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"COVIDisAirborne, monkeypox, CovidIsNotOver, MonkeypoxisAirborne",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
monkeypox,1
monkeypox,1
,1
,1
,1
,1
,1
,1
monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
monkeypox,1
,1
,1
"Monkeypox, ROEvWade",1
,1
,1
,1
,1
,1
,1
"democRAT, MonkeyPox",1
,1
"monkeypox, CDC, COVId",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"CCPvirus, monkeypox",1
,1
,1
Lie,1
,1
,1
,1
"BBC, Planedmic, Monkeypox, RTL, CNN, BILD",1
,1
,1
,1
monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
Monkeypox,1
,1
,1
,1
COVID,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"COVID19, WearAMask, MonkeyPox",1
,1
,1
,1
,1
,1
,1
,1
"N95, Hospitals, Mask",1
,1
,1
"RinoVirus, BirdFlu, Facts, MonkeyPox",1
,1
,1
,1
,1
,1
"BidenCrimeFamilly, BidenIsAFailure, BidenIsATraitor, bidenfailedamerica",1
,1
,1
,1
BillGatesBioterrorist,1
,1
"Monkeypox, PrideMonth",1
"Monkeypox, Fear, Marburg, Plandemic, WEF, MassPsychosis, CovidIsNotOver",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
marburgvirus,1
nzpol,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"virus, monkeypox",1
Monkeypox,1
,1
monkeypox,1
,1
,1
,1
,1
,1
,1
"smallpox, Monkeypox, pandemic, NYCDOE, Covid_19",1
,1
,1
Monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
wakeup,1
,1
,1
"women, Americans, men, crime, Biden, parents, Moms",1
,1
,1
"PersonalResponsibility, personalchoice, EndTheCovidNarrative, LeaveUsAlone, StopTheFearMongering",1
,1
,1
,1
,1
"MonkeypoxVirus, Monkeypox, GainOfFunction, ManMade, WuhanLabLeak, Fauci, Corona, Wuhan, Apenpokken, COVID19",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
sphinctermasks,1
,1
,1
,1
,1
,1
,1
,1
monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
Monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
"Monkeypox, Ebola",1
Plandemic,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"LetsGoBrandon, rogerbezanis",1
Monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"monkeypox, BillGatesBioterrorist",1
,1
,1
,1
MonkeyPox,1
,1
,1
,1
,1
"SARSCoV2, Monkeypox, WUHAN",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
WuhanLab,1
Monkeypox,1
,1
FoxNews,1
"Monkeypox, ROEvWade",1
"Monkeypox, ROEvWade",1
,1
,1
,1
,1
,1
"Roe, Monkeypox",1
,1
,1
,1
,1
,1
,1
"Wuhan, weirdscience, COVID19",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
moneypox,1
"TheGreatReset, Monkeypox, TGR, Truth, ConspiracyTruth, NewWorldOrder, OpenYourEyes, NWO, TheUncensoredTruth, Covid19, coronavirus, WakeUp, Covid",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"Simpsons, Monkeypox",1
,1
,1
,1
"COVIDisAirborne, CovidIsNotOver, MonkeyPoxisAirbourne, MonkeyPox",1
,1
,1
,1
,1
,1
"China, COVID, Monkeypox",1
,1
MonkeyPox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
cdnpoli,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"COVID, Monkeypox",1
,1
,1
,1
,1
,1
,1
,1
"BA5, monkeypox, COVID19",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"STD, Latvia, Monkeypox",1
,1
,1
Monkeypox,1
monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"NoShutDowns, NoMasks",1
,1
,1
,1
,1
,1
"Ivermectine, Gates, Pfizer, dealers, MonkeyPox, bioterrorist",1
,1
,1
,1
,1
,1
,1
CDC,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"STI, monkeypox",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"monogamy, gay, nyc, Monkeypox",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"stds, monkeypox, exvangelical, stis, emptyThePews, celibacy, exvangelicals, SexPositive, PurityCulture",1
"Australia, MonkeyPox",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
monkeypox,1
,1
,1
,1
,1
,1
,1
inJesusname,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
ThePeopleAreRising,1
,1
"COVIDisAirborne, monkeypox",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"Heterosexual, bisexual, men, MonkeyPox, sex",1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
Monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"CDC, MonkeyPox",1
,1
,1
,1
,1
,1
Moneypox,1
,1
,1
,1
,1
,1
,1
Monkeypox,1
,1
,1
,1
"monkeypox, sars2",1
,1
,1
moneypox,1
,1
"lgbtqia, monkeypox",1
,1
,1
,1
WearAMask,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
std,1
"std, netde",1
,1
,1
,1
,1
,1
"MoneyPox, MonkeyPox",1
FuckWHO,1
,1
,1
,1
moneypox,1
,1
,1
"monkeypox, STD",1
,1
monkeypox,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
,1
"monkeypox, mpx",1
,1
,1
,1
,1
monkeypox,1
,1
,1
,1
,1
,1
"Covid_19, COVID19",1
"monkeypox, TrudeauIsDestroyingCanada, nomandates, BidenIsAFailure, TrudeauMustGo, VaccineDeaths, Pfizer, vaccineinjuries, shingles",1
"Marburg, Pfizer, Washington, Monkeypox",1
"pfizer, monkeypox, Moderna, Pentagon",1
,1
"VaccineSideEffects, CrimesAgainstHumanity, pfizerdocuments",1
,1
,1
,1
,1
,1
LetItRIP,1
,1
,1
,1
,1
"BidenCrimeFamilly, MonkeyPox",1
