user_account_age_months,user is verified,user has url,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,class
67,0,1,1,0,12,0,1522,230,8129,0,0
159,0,1,2,0,4,0,9147,3191,5982,188,0
166,0,0,1,3,13,0,10276,3359,91816,263,0
69,0,1,0,0,1,0,35399,273,135604,199,0
4,0,0,0,0,0,0,7,1,32168,0,0
159,0,1,0,0,0,0,4973,2533,22654,186,0
135,0,0,0,0,1,0,300,506,6295,0,0
140,0,1,1,0,2,0,6246,1016,7392,174,0
94,0,1,0,1,0,0,417,2331,10216,10,0
135,0,1,0,0,0,0,8764,98,22870,93,0
150,0,1,1,0,0,0,30742,176,85582,286,0
133,0,0,15,11,59,2,11728,4937,25943,73,0
98,0,0,0,0,0,0,11330,480,15121,45,0
41,0,0,0,0,0,0,1842,4985,124260,10,0
146,0,1,1,3,1,1,5995,748,7615,42,0
161,0,1,1,0,1,0,7663,530,23352,298,0
8,0,1,2,0,2,1,3452,875,9478,66,0
181,1,1,1,0,2,0,225965,694,200764,1396,0
168,1,1,3,3,4,0,186564,2130,389210,1615,0
14,0,0,0,0,0,0,118,81,279,0,0
94,0,0,0,0,0,0,190,237,116555,73,0
152,0,1,0,0,0,0,6293,6314,170454,57,0
19,0,0,0,0,0,0,2517,65,165309,22,0
19,0,0,0,0,0,0,2517,65,165309,22,0
42,0,1,1,1,7,0,7428,1782,1074,40,0
0,0,0,0,0,1,0,0,4,5,0,0
112,0,0,0,0,0,0,39,525,12527,0,0
149,0,1,0,0,0,0,7833,2391,27213,12,0
7,0,1,0,0,0,0,14,127,10817,0,0
178,1,1,0,0,1,0,8893,1305,41307,179,0
164,0,1,1,0,1,0,2357,4305,73512,68,0
12,0,0,3,0,23,1,13560,5473,2855,165,0
104,0,1,0,0,0,0,7149,581,33896,83,0
4,0,0,0,0,0,0,36,1,16162,1,0
7,0,0,0,0,0,0,134,579,43,1,0
77,0,1,4,0,0,0,263,511,11770,4,0
57,0,1,0,0,0,0,6,8,1749,0,0
157,1,1,3,8,5,0,76418,1072,134668,697,0
63,0,1,0,0,0,0,145,417,54244,0,0
135,0,1,1,0,1,0,400,160,17361,0,0
159,1,1,0,0,0,0,4961,2501,209531,211,0
130,0,1,0,0,0,0,890,24,29431,14,0
138,0,1,0,0,0,0,3896,165,113743,54,0
143,0,1,0,0,0,0,4170,362,79146,48,0
144,0,0,9,0,8,2,7116,656,17120,230,0
125,0,0,0,0,0,0,663,2866,5277,7,0
130,0,1,0,0,0,0,890,24,29431,14,0
138,0,1,0,0,0,0,3896,165,113743,54,0
131,0,1,0,0,0,0,463,62,43806,9,0
35,0,1,0,0,0,0,137,17,22628,1,0
143,0,1,0,0,0,0,4170,362,79146,48,0
162,1,1,0,4,2,1,128246,484,168523,894,0
127,0,1,0,0,1,0,6945,904,10606,68,0
133,1,1,0,4,3,5,118770,2004,191066,686,0
160,1,1,5,0,3,0,64923,337,21293,1060,0
164,1,1,2,8,9,0,154369,200,17684,1370,0
134,1,1,0,0,0,0,33197,590,331335,476,0
7,0,0,0,0,0,0,134,579,43,1,0
9,0,0,0,0,0,0,453,1243,76664,1,0
26,0,1,0,0,0,0,77,172,139466,0,0
9,0,1,0,0,0,0,11,42,16362,0,0
135,0,1,0,0,0,0,796,3196,41115,1,0
65,0,1,0,0,0,0,2715,4740,15337,10,0
26,0,1,0,0,0,0,2056,1406,99946,22,0
88,0,0,0,0,0,0,6591,7258,155339,208,0
165,1,1,4,3,13,0,3953657,7074,448912,35778,0
12,0,1,0,0,0,0,14,5,40018,0,0
7,0,0,0,0,0,0,6,105,29674,0,0
23,0,0,0,0,0,0,39,65,110603,2,0
103,0,0,0,0,0,0,23,40,6388,0,0
171,1,1,2,0,1,0,13216,5086,19522,476,0
104,0,1,0,0,0,0,702,722,23440,13,0
159,1,1,2,0,3,0,483040,1302,62182,2718,0
11,0,1,0,0,0,0,92,25,126168,3,0
6,0,1,0,0,0,0,103,1,128163,1,0
24,0,1,0,0,0,0,273,145,5384,6,0
49,0,1,0,0,0,0,105,3,25497,5,0
160,1,1,4,3,4,0,296489,2270,213242,3644,0
160,1,1,2,3,2,1,296489,2270,213242,3644,0
7,0,0,0,0,1,0,134,579,43,1,0
129,0,0,0,0,0,0,9964,10073,437905,107,0
47,0,1,0,0,0,0,12786,1606,5005,36,0
156,0,0,0,0,0,0,2524,4007,52587,62,0
12,0,0,0,0,0,0,47,4,5240,3,0
2,0,1,4,0,2,0,18,17,3764,1,0
82,0,1,0,0,0,0,2660,4994,128445,16,0
35,0,1,1,0,0,0,545,658,39442,10,0
29,0,1,0,0,1,1,404,55,234,0,0
95,0,1,0,0,0,0,946,488,22735,78,0
39,0,1,0,0,0,0,8062,264,132962,30,0
162,1,1,1,0,1,0,8264,2654,32106,365,0
162,0,0,0,0,0,0,1474,754,23571,35,0
107,1,1,7,3,4,0,50726,973,17628,495,0
67,0,0,0,0,1,0,31,277,5170,1,0
30,0,1,1,0,0,0,427,944,3222,7,0
0,0,1,0,0,0,0,0,0,2027,0,0
31,0,0,0,0,0,0,347,389,42319,2,0
18,0,0,0,0,1,0,748,1266,12948,13,0
171,0,1,0,0,0,0,842,1626,87060,88,0
13,0,1,0,0,0,0,74,662,18508,0,0
141,0,1,0,0,0,0,17717,1357,118873,409,0
27,0,1,0,0,0,0,1062,391,1779,2,0
3,0,0,0,0,0,0,15,15,23244,0,0
18,0,1,0,0,0,0,9,52,10505,0,0
2,0,0,0,0,1,0,874,1613,4343,0,0
16,0,0,0,0,0,0,6,159,8659,0,0
116,0,0,0,0,0,0,134,220,7542,1,0
80,0,0,0,0,3,0,10822,7872,130769,5,0
106,0,0,11,3,6,3,23586,21124,174063,324,0
3,0,0,0,0,0,0,1479,3322,11019,0,0
146,0,0,0,0,0,0,505,528,43991,10,0
107,0,1,1,0,0,0,3271,4950,45914,69,0
117,0,1,0,0,0,0,1592,1767,143249,16,0
159,1,1,4,0,6,3,13480,630,7255,303,0
170,0,0,0,0,1,0,2761,5003,49419,21,0
2,0,1,0,1,2,1,71,13,1109,0,0
2,0,1,1,2,3,1,71,13,1109,0,0
116,0,0,0,0,1,0,134,220,7542,1,0
166,1,1,7,5,9,0,339772,323,172092,2674,0
4,0,0,1,0,5,0,280,304,960,4,0
4,0,0,1,0,5,0,280,304,960,4,0
157,0,0,4,0,15,0,3095,1091,14240,31,0
155,0,0,0,0,0,0,159,357,5643,0,0
118,0,0,0,0,0,0,51,258,857,0,0
31,0,0,0,0,0,0,39,182,313,0,0
7,0,0,0,0,0,0,44,2,66307,0,0
7,0,0,0,0,0,0,44,2,66307,0,0
7,0,0,0,0,0,0,44,2,66307,0,0
7,0,0,0,0,0,0,44,2,66307,0,0
4,0,1,0,0,0,0,52,0,58847,0,0
54,0,1,0,0,0,0,20,25,24126,0,0
61,0,1,0,0,0,0,53,180,29768,0,0
61,0,1,0,0,0,0,53,180,29768,0,0
99,0,1,0,0,0,0,62,24,1271,1,0
170,1,1,3,4,4,0,378452,2861,173961,2975,0
40,0,1,0,0,0,0,122,21,27626,0,0
157,1,1,0,0,0,0,65035,255,82828,1318,0
3,0,0,0,0,0,0,1064,1174,5795,3,0
15,0,1,0,0,0,0,93,157,165467,1,0
30,0,1,0,0,0,0,70,257,18454,3,0
152,1,1,0,0,0,0,34253,2379,45770,696,0
43,0,1,0,0,0,0,1079,653,1128,12,0
12,0,0,0,0,0,0,2,8,222,0,0
7,0,0,0,0,0,0,23,1,45346,0,0
2,0,0,0,0,0,0,3,1,4034,0,0
2,0,0,0,0,0,0,3,1,4613,0,0
149,0,0,0,0,0,0,60,87,9613,1,0
181,1,1,3,4,5,0,96007,170,190123,987,0
95,0,1,0,0,0,0,43,69,27956,0,0
16,0,0,0,0,0,0,35,6,34940,0,0
12,0,1,0,0,0,0,9,96,4045,0,0
3,0,0,0,0,0,0,1,12,230,0,0
47,0,1,17,2,62,6,10469,9,1026,99,0
20,0,0,1,0,1,0,6,11,1686,1,0
20,0,0,0,0,0,0,6,11,1686,1,0
20,0,0,0,0,0,0,6,11,1686,1,0
20,0,0,0,0,0,0,6,11,1686,1,0
20,0,0,0,0,0,0,6,11,1686,1,0
7,0,1,0,0,0,0,311,1080,345466,1,0
13,0,1,0,0,0,0,74,662,18508,0,0
163,1,1,0,0,0,1,92622,514,164669,582,0
184,1,1,16,14,17,2,4417679,302,1036644,29209,0
184,1,1,10,19,15,7,4417679,302,1036644,29209,0
184,1,1,6,4,13,3,4417679,302,1036644,29209,0
184,1,1,8,8,12,2,4417679,302,1036644,29209,0
184,1,1,6,6,18,2,4417679,302,1036644,29209,0
6,0,0,0,0,0,0,431,1496,28534,7,0
21,0,0,1,0,2,0,748,2263,3491,15,0
162,0,1,3,0,4,0,25267,576,103076,1327,0
171,1,1,0,13,6,0,231375,348,170606,1478,0
3,0,0,0,0,0,0,39,149,1969,0,0
163,0,1,0,0,0,0,3708,4990,394655,161,0
60,0,0,0,0,0,0,2799,5005,77766,0,0
41,0,0,1,0,0,0,1842,4985,124260,10,0
103,1,1,0,0,1,0,480772,3,194487,1727,0
44,0,0,0,0,0,0,1584,1700,84695,5,0
61,0,0,0,0,0,0,187,602,5318,0,0
133,1,1,2,17,10,6,118770,2004,191066,686,0
157,0,1,0,0,0,0,2584,2806,597,97,0
10,0,1,0,0,0,0,164,943,12423,0,0
0,0,1,0,0,0,0,0,0,2027,0,0
37,0,1,0,0,0,0,301,953,116473,2,0
157,0,1,1,0,1,0,18454,792,214465,30,0
77,0,0,0,0,0,0,47,63,31940,0,0
38,0,1,0,0,0,0,975,22,62449,0,0
107,0,0,0,0,0,0,2493,3334,242154,98,0
6,0,1,0,0,0,0,103,1,128163,1,0
12,0,1,0,0,0,0,37,13,57406,0,0
6,0,1,0,0,0,0,103,1,128163,1,0
18,0,0,1,3,4,0,2642,3694,57457,19,0
3,0,0,5,0,7,1,3449,2068,3646,28,0
2,0,0,0,0,0,0,4,8,549,0,0
144,0,1,3,1,109,0,71369,785,60533,92,0
70,0,0,16,0,28,5,17926,1342,47982,51,0
42,0,0,0,0,0,1,9349,9353,32929,7,0
15,0,1,0,0,0,0,93,157,165467,1,0
10,0,0,1,0,0,0,61,47,17457,0,0
127,0,1,0,0,0,0,8044,7487,15510,71,0
5,0,0,0,0,0,0,9,10,30687,0,0
7,0,0,0,0,0,0,23,1,45346,0,0
2,0,0,0,0,0,0,3,1,4034,0,0
2,0,0,0,0,0,0,3,1,4613,0,0
11,0,0,0,0,0,0,754,1908,135706,0,0
5,0,1,0,0,0,0,38,1,103507,1,0
5,0,0,0,0,1,0,163,1686,6408,1,0
20,0,1,0,0,0,0,109,68,71819,0,0
7,0,1,0,0,0,0,13,7,10280,0,0
20,0,1,0,0,0,0,109,68,71819,0,0
7,0,1,0,0,0,0,13,7,10280,0,0
12,0,1,0,0,0,0,37,13,57406,0,0
20,0,1,0,0,0,0,109,68,71819,0,0
7,0,1,0,0,0,0,13,7,10280,0,0
12,0,1,0,0,0,0,37,13,57406,0,0
66,0,0,1,0,0,0,1312,2568,51495,1,0
124,0,1,1,0,1,0,14136,526,4850,75,0
160,0,1,9,5,16,5,170110,653,93766,407,0
158,0,1,0,0,0,1,91143,2,46410,325,0
128,0,1,0,0,1,2,38622,18987,248216,305,0
108,0,1,0,0,0,0,3483,4845,1940653,158,0
149,0,1,1,0,2,0,27119,466,86342,322,0
46,0,1,0,0,0,0,15,116,3347,0,0
108,0,1,0,0,0,0,3483,4845,1940653,158,0
36,0,0,0,0,0,0,4,4,8045,0,0
8,0,1,2,2,11,1,3452,875,9478,66,0
158,0,1,0,0,1,0,91143,2,46410,325,0
99,0,1,8,0,14,0,77180,441,60553,186,0
68,0,1,1,1,2,0,1336,347,20823,15,0
165,0,1,0,0,0,0,3970,5002,1416743,568,0
88,0,0,0,0,0,0,30,173,10729,1,0
119,0,0,0,0,0,0,1784,179,2119783,257,0
19,0,0,0,0,0,0,2523,64,168794,22,0
126,0,1,0,0,0,0,515,742,144366,20,0
144,0,0,0,0,0,0,2467,4608,269463,5,0
15,0,1,0,0,0,0,93,157,165467,1,0
100,0,1,6,0,10,0,14186,1971,6134,41,0
51,0,0,2,1,8,1,1252,42,1078,17,0
83,0,0,0,0,0,0,1516,5000,168426,42,0
3,0,0,0,0,0,0,15,15,23244,0,0
14,0,1,0,0,0,0,1129,2139,436476,8,0
134,0,0,1,0,0,0,3223,300,34665,157,0
40,0,1,31,27,47,7,103344,2481,122670,557,0
160,0,0,0,0,1,0,7276,7813,214103,4,0
7,0,0,0,0,0,0,134,579,43,1,0
13,0,1,0,0,0,0,74,662,18508,0,0
132,0,0,0,0,0,0,3566,4992,484879,28,0
160,0,0,0,0,0,0,4773,4818,222317,15,0
103,0,0,0,0,0,0,680,159,49471,102,0
18,0,1,0,0,1,0,10,25,22928,1,0
148,0,1,0,0,0,0,3400,958,24400,82,0
3,0,1,0,0,0,0,21,11,49762,0,0
5,0,0,0,0,0,0,9,10,30687,0,0
123,0,0,0,1,0,0,336,3452,41248,13,0
148,0,1,0,0,0,0,3400,958,24400,82,0
134,0,0,0,0,0,0,5809,3947,45368,77,0
35,0,1,2,1,18,0,70458,495,2924,266,0
47,0,1,46,7,127,7,10469,9,1026,99,0
6,0,1,0,0,1,0,103,1,128163,1,0
43,0,1,0,0,0,0,1079,653,1128,12,0
15,0,1,0,0,0,0,93,157,165467,1,0
131,1,1,1,0,1,0,14547,583,102778,393,0
2,0,1,0,0,0,0,11,36,5117,0,0
79,0,1,13,0,22,0,7722,907,6419,76,0
41,0,0,0,0,0,0,1842,4985,124260,10,0
164,0,1,10,2,45,4,18862,3628,38624,297,0
164,1,1,1,1,3,1,553620,914,368145,4549,0
67,0,0,0,1,0,0,20,173,3313,0,0
146,0,0,0,0,0,0,505,528,43991,10,0
141,0,1,0,0,0,0,88,439,8373,0,0
47,0,1,5,2,23,0,10469,9,1026,99,0
43,0,0,0,0,0,0,270,0,10621,13,0
75,0,1,0,0,0,0,287,17,50020,21,0
75,0,1,0,0,0,0,286,17,49885,21,0
75,0,1,0,0,0,0,286,17,49885,21,0
163,0,1,1,0,0,0,58780,63180,372839,892,0
157,0,1,0,0,2,0,7372,1662,49211,46,0
91,0,0,0,0,1,0,14947,13818,289287,14,0
88,0,0,0,0,0,0,30,173,10729,1,0
163,0,1,1,0,0,0,58769,63172,373720,891,0
158,0,0,0,0,0,0,9543,10204,586481,454,0
76,0,1,0,0,0,0,603,81,497430,122,0
160,0,0,0,0,0,0,7276,7813,214103,4,0
151,0,0,0,0,0,0,1,61,1259,0,0
21,0,1,0,0,1,0,55,2,19875,1,0
120,0,0,0,0,0,0,88,888,20479,0,0
144,0,1,0,0,0,0,1092,792,84669,20,0
62,0,0,0,0,0,0,50,183,13047,0,0
22,0,0,0,0,0,0,1267,4411,88672,4,0
53,0,0,0,0,0,0,1885,5001,102957,9,0
8,0,0,0,0,0,0,15,548,255,0,0
163,0,0,0,0,0,0,89,1,101313,12,0
157,0,0,0,0,0,0,2850,3378,92157,58,0
12,0,0,5,0,22,0,13560,5473,2855,165,0
95,0,0,0,0,0,0,16,251,365,0,0
140,0,0,0,0,0,0,2426,2377,123606,158,0
162,0,1,0,0,5,0,25267,576,103076,1327,0
162,0,1,0,0,0,0,10605,4102,221063,546,0
6,0,0,0,0,0,0,3,0,7582,0,0
152,1,1,2,0,1,0,109314,2334,279468,1789,0
27,0,1,19,11,33,8,161649,1,21733,1269,0
20,0,1,0,0,0,0,754,4861,33085,11,0
131,1,0,6,0,2,0,2152,1989,10938,67,0
43,0,1,1,17,4,0,1079,653,1128,12,0
157,0,1,196,59,181,155,115977,484,23014,148,0
159,0,1,0,0,0,0,3897,358,5686,99,0
177,1,1,3,2,2,0,79111,1902,112791,0,0
102,0,1,0,0,0,0,4571,639,23555,208,0
143,0,0,5,1,11,0,8021,6979,32995,7,0
100,0,1,0,0,0,0,1949,4639,117072,31,0
136,0,0,0,0,0,0,7,399,71854,17,0
94,0,0,0,0,0,0,2265,2296,24556,4,0
132,0,0,0,0,0,0,297,291,52641,34,0
96,0,0,0,0,0,0,97,891,1525,0,0
88,0,0,0,0,0,0,27,172,9385,1,0
118,0,0,0,0,0,0,446,891,11087,11,0
160,0,0,0,0,0,0,7263,7796,213325,4,0
78,0,1,0,0,1,0,23926,19562,121217,216,0
158,0,1,0,0,1,0,1190,1200,8195,45,0
137,0,1,0,0,0,0,266,1,94205,19,0
132,0,0,0,0,0,0,3569,4989,484006,28,0
160,0,0,0,0,0,0,7263,7796,213325,4,0
26,0,0,0,0,0,0,2548,2830,49276,1,0
72,0,1,0,0,0,0,325,12,14971,6,0
73,0,1,0,0,1,0,2644,21,17747,26,0
72,0,1,0,0,1,0,102,5,14586,3,0
72,0,1,0,0,0,0,192,17,14967,4,0
72,0,1,0,0,0,0,235,9,14220,3,0
72,0,1,0,0,0,0,117,14,14606,4,0
72,0,1,0,0,0,0,409,22,13894,11,0
73,0,1,0,0,0,0,1887,253,17377,32,0
7,0,1,0,0,0,0,311,1080,345466,1,0
13,0,1,0,0,0,0,74,662,18508,0,0
161,1,1,4,0,3,1,15898,490,34883,415,0
159,1,1,1,3,5,0,166927,143,245208,1520,0
159,0,0,0,1,1,0,4204,2414,69620,28,0
160,0,0,0,0,0,0,1083,1984,683189,3,0
4,0,1,0,0,0,0,2,9,2151,0,0
74,0,1,1,0,0,0,2708,82,3798,18,0
80,0,1,0,0,0,0,37,0,1805,0,0
86,1,1,0,0,0,0,36059,1283,52654,726,0
92,0,0,0,0,0,0,212,708,14283,0,0
2,0,1,0,2,2,0,71,13,1109,0,0
153,0,0,1,0,5,0,3795,456,3671,4,0
157,0,0,0,0,1,0,372,621,25884,2,0
43,0,1,0,0,0,0,1079,653,1128,12,0
43,0,1,0,0,1,0,1079,653,1128,12,0
74,0,0,0,0,0,0,594,3535,16597,12,0
162,0,1,1,0,2,0,10605,4102,221063,546,0
23,0,1,0,0,4,0,13255,6407,41742,121,0
28,0,0,0,0,0,0,52,1147,21690,0,0
29,0,1,0,0,0,0,70,42,143224,1,0
92,0,1,16,4,15,6,50841,371,14905,130,0
53,1,1,9,1,12,4,6622,121,4448,62,0
121,0,1,2,0,5,1,2372,275,6774,38,0
24,0,0,0,0,0,0,307,372,53491,0,0
166,1,1,0,0,0,0,31125,740,149293,524,0
165,0,1,0,0,1,0,17709,445,80173,270,0
165,1,1,0,0,0,0,6409,402,35826,185,0
159,1,1,25,6,50,13,74236,965,87433,422,0
43,0,1,0,0,0,0,1079,653,1128,12,0
4,0,0,0,0,0,0,36,1,16162,1,0
47,0,1,3,1,19,0,10469,9,1026,99,0
144,0,1,0,0,0,0,604,2157,30558,1,0
150,0,0,1,0,0,0,250,160,3570,0,0
25,0,0,0,0,0,0,14,49,37368,0,0
146,0,1,0,0,0,0,2607,92,238728,26,0
162,0,1,3,0,1,0,7050,1067,36927,172,0
170,0,1,3,0,2,0,5151,2,52634,239,0
170,0,1,2,0,1,0,5151,2,52634,239,0
170,0,1,1,0,2,1,5151,2,52634,239,0
18,0,1,0,0,0,0,10,25,22928,1,0
22,0,1,0,0,0,0,26,29,6801,2,0
75,0,0,0,0,0,0,2027,358,844,3,0
7,0,1,0,0,0,0,311,1080,345466,1,0
69,0,0,0,0,0,0,15,129,28766,0,0
26,0,1,0,0,0,0,736,337,60168,0,0
11,0,1,0,0,0,0,92,25,126168,3,0
12,0,1,0,0,0,0,5,1,8767,0,0
46,0,1,0,0,0,0,224,11,60178,2,0
76,0,1,0,0,0,0,19,107,17332,0,0
27,0,1,0,0,0,0,17,4,34439,0,0
12,0,1,0,0,0,0,14,5,40018,0,0
14,0,1,0,0,0,0,103,489,32045,1,0
3,0,0,0,0,0,0,3,3,2430,0,0
95,0,1,0,0,0,0,16,104,81346,0,0
40,0,1,0,0,0,0,23,7,37043,0,0
18,0,1,0,0,0,0,9,52,10505,0,0
73,0,0,0,0,0,0,6,1,6437,0,0
12,0,1,0,0,0,0,17,145,13495,0,0
4,0,0,0,0,0,0,36,1,16162,1,0
5,0,0,0,0,0,0,9,10,30687,0,0
5,0,0,0,0,0,0,9,10,30687,0,0
2,0,0,0,0,0,0,0,0,702,0,0
121,0,1,0,0,0,0,54,129,8016,0,0
1,0,0,0,0,0,0,2,2,5458,0,0
22,0,1,0,0,0,0,12,102,2557,1,0
128,0,0,0,0,0,0,2710,2453,26017,19,0
110,0,0,0,0,0,0,1692,87,2735137,536,0
119,0,0,0,0,0,0,1784,179,2111894,257,0
133,0,1,0,0,0,0,9170,10086,996374,2295,0
133,0,1,0,0,0,0,64017,24210,1768980,863,0
5,0,0,0,0,0,0,3,1,4558,0,0
33,0,1,0,0,0,0,129,2,396239,6,0
17,0,1,0,0,0,0,5680,1,15216,6,0
14,0,1,0,0,0,0,103,489,32045,1,0
1,0,0,0,0,0,0,1,0,3140,0,0
2,0,0,0,0,0,0,2,0,5317,0,0
2,0,0,0,0,0,0,2,0,7342,0,0
30,0,1,0,0,0,0,462,1211,28594,1,0
14,0,1,0,0,0,0,24,234,19343,0,0
22,0,1,0,0,0,0,9,2,15667,0,0
110,0,1,0,0,0,0,601,3,1763,5,0
2,0,0,0,0,0,0,2,0,3794,0,0
76,0,1,0,0,0,0,603,81,497430,122,0
144,1,1,9,0,20,0,54150,384,1207,237,0
104,0,1,0,0,0,0,226,233,1827,1,0
124,0,1,0,0,0,0,64,159,2470,1,0
160,0,1,1,1,0,0,53696,145,97761,414,0
5,0,1,0,0,0,0,38,1,103507,1,0
73,0,1,0,0,0,0,3339,614,19116,3,0
76,0,1,0,0,0,0,412,441,465228,0,0
7,0,0,1,0,1,0,134,579,43,1,0
5,0,0,1,0,0,0,9,10,30687,0,0
5,0,0,0,0,0,0,9,10,30687,0,0
172,1,1,7,0,13,0,279760,1673,42270,3574,0
64,0,1,0,1,0,0,153,101,12305,0,0
3,0,0,1,0,0,0,40,37,30108,3,0
162,0,1,0,2,4,1,17635,546,60172,65,0
8,0,0,0,0,0,0,5,197,697,0,0
160,0,0,0,0,0,0,7263,7796,213325,4,0
57,0,0,0,0,0,0,4,128,857,0,0
16,0,0,0,0,0,0,6,159,8659,0,0
6,0,1,0,0,0,0,292,272,19370,0,0
47,0,1,59,8,251,11,10469,9,1026,99,0
61,0,0,2,0,2,0,3259,3640,32179,46,0
159,1,1,0,0,1,0,83284,741,328896,879,0
31,0,1,0,0,0,0,137,109,14276,0,0
8,0,0,0,0,0,0,15,548,255,0,0
12,0,1,0,0,0,0,37,13,57406,0,0
47,0,1,0,0,0,0,47,172,15535,0,0
147,1,1,9,3,21,3,53113,8906,171429,1410,0
92,0,1,7,2,2,0,50841,371,14905,130,0
94,0,1,0,0,1,0,417,2331,10216,10,0
66,0,1,0,1,0,0,3673,781,30436,54,0
12,0,0,0,0,0,0,181,1,2354,1,0
130,0,0,2,0,0,0,2306,2706,62249,2,0
7,0,0,0,0,0,0,12,2,7007,0,0
173,1,1,3,0,2,0,40385,665,50715,532,0
91,0,0,1,0,3,1,2786,5001,306821,0,0
42,0,1,3,1,36,0,7035,810,8791,12,0
88,1,1,1,0,0,0,16289,1982,15860,282,0
8,0,0,2,0,1,0,608,4695,9934,0,0
184,1,1,2,0,3,0,1189111,124,85458,13501,0
184,1,1,2,0,1,0,1214948,462,117469,18102,0
3,0,0,0,0,0,0,2,0,964,0,0
47,0,1,19,7,131,5,10469,9,1026,99,0
46,1,1,3,0,3,0,49336,59,28398,774,0
157,1,1,1,1,0,0,33064,139,45525,160,0
93,0,0,0,0,0,0,53,48,129612,1,0
33,0,1,0,0,0,0,53,86,114781,1,0
171,1,1,1,1,0,0,136341,779,336681,1000,0
173,1,1,1,1,2,0,43024,483,126339,493,0
12,0,0,0,0,0,0,987,575,6375,8,0
133,1,1,0,0,0,0,91952,840,81363,522,0
50,0,1,4,0,5,3,1158,1213,2602,10,0
163,1,1,11,8,11,2,130988,410,150046,879,0
164,0,1,13,4,83,1,18862,3628,38624,297,0
4,0,1,0,0,1,0,26,42,280,0,0
158,0,1,44,25,60,47,334562,690,183058,1397,0
48,0,1,64,2,83,3,2013,1035,128992,5,0
20,0,0,0,2,3,0,114,47,101,0,0
149,0,1,46,9,46,43,120714,339,44397,228,0
157,1,1,16,5,30,2,49591,290,6879,408,0
158,0,1,91,24,68,300,334562,690,183058,1397,0
158,0,1,14,10,30,11,334562,690,183058,1397,0
171,0,1,11,7,12,0,393734,337,227682,1335,0
169,0,1,0,1,4,0,5570,1881,4380,258,0
43,0,1,0,0,1,0,1079,653,1128,12,0
74,0,0,0,0,0,0,3749,5002,304499,155,0
3,0,1,0,0,0,0,4,23,96,0,0
159,0,0,0,0,0,0,486,5002,9245,0,0
100,0,0,0,0,0,0,1179,2697,44034,17,0
45,0,1,0,0,0,0,8,13,1180,1,0
6,0,1,0,0,0,0,103,1,128163,1,0
39,0,1,0,1,0,0,8062,264,132962,30,0
155,1,1,0,0,0,0,33093,745,9403,168,0
51,0,1,0,0,0,0,297,46,40960,3,0
97,1,1,0,0,1,0,113706,329,81466,306,0
144,1,1,1,0,2,0,10435,644,41206,212,0
124,0,1,0,0,0,0,1245,1538,20307,94,0
137,1,1,7,2,8,2,135188,1974,163724,3046,0
132,1,1,60,16,115,10,7332,2915,37563,208,0
71,0,1,0,0,1,0,2102,1,2490,5,0
78,0,0,0,0,0,0,3,169,1054,0,0
122,0,0,1,0,0,0,393,519,23607,1,0
157,0,1,0,0,0,0,1406,1869,1924937,53,0
146,0,1,1,0,0,0,619,1302,1398,10,0
93,0,0,0,0,0,1,2449,718,31080,52,0
150,1,1,0,0,0,0,68050,31165,740531,710,0
149,0,1,0,0,0,0,1542,2444,27063,28,0
77,0,0,0,0,0,0,35,3,1960,1,0
76,0,1,0,0,0,0,412,441,465228,0,0
143,0,1,0,0,0,0,1477,544,753972,56,0
50,0,1,0,0,0,0,1093,0,189320,3,0
133,0,1,0,0,0,0,14995,8164,92625,203,0
170,0,0,0,0,0,0,3162,4355,5193,0,0
118,0,1,0,0,1,0,9850,4488,145273,212,0
78,0,0,0,0,0,0,297,1741,52886,4,0
26,0,0,0,0,0,0,353,1615,50833,0,0
67,0,0,0,0,0,0,9943,9140,253135,11,0
181,0,1,0,0,0,0,340,2748,826,15,0
94,0,0,0,0,0,0,157,800,40830,5,0
42,0,0,0,0,0,0,642,690,112365,2,0
7,0,0,0,0,0,0,254,2147,14556,9,0
60,0,0,0,0,0,0,2799,5005,77766,0,0
8,0,1,0,0,0,0,183,2,215054,5,0
23,0,0,0,1,0,0,0,16,938,0,0
161,0,0,0,0,0,0,1783,4995,312718,0,0
102,0,0,0,0,0,0,13190,13797,102300,41,0
97,0,0,0,0,0,0,3907,3794,162850,53,0
50,0,1,0,0,0,0,1093,0,189320,3,0
20,0,0,0,1,0,0,435,2366,1514,0,0
105,0,0,0,1,0,0,1534,2624,58254,434,0
40,0,1,2,1,3,0,7369,7061,136560,13,0
71,0,0,0,0,0,0,214,96,39564,2,0
119,0,0,0,0,0,0,461,1069,47625,42,0
48,0,0,0,0,1,1,119,144,31485,2,0
123,0,0,0,0,0,0,336,3452,41248,13,0
57,0,0,0,0,1,0,26,46,7360,0,0
24,0,0,0,0,0,0,3,4,26905,0,0
111,0,1,1,0,0,0,854,2570,38593,9,0
99,0,0,0,0,0,0,1259,978,284870,300,0
23,0,1,6,2,5,1,13255,6407,41742,121,0
138,0,1,0,0,0,0,7914,8692,87362,1,0
126,0,0,0,0,0,0,243,5003,3288,0,0
122,0,0,0,0,0,0,165,54,53385,3,0
160,0,0,0,0,0,0,7263,7796,213325,4,0
69,0,0,0,0,0,0,310,591,114717,0,0
137,0,0,0,0,0,0,450,421,201023,18,0
101,0,0,0,0,0,0,10984,12081,136645,7,0
