number,created_at,text,source,user is verified,user has url,user has alt account,user description,user created at,account_age_months,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,engagement,user location,binary_class,ternary_class
1146,7/9/22 4:52,"Gay men with monkeypox describe symptoms, treatments _URL_",Twitter Web App,0,0,0,"Interested in Aerospace, Aviation, Advanced Technologies, HealthCare Technologies, Competitive Intelligence, Human Capital Solutions",6/5/13 21:52,109,0,0,0,0,1197,5001,643708,788,0,None,0,0
1149,7/9/22 4:52,Arkansas reports first case of monkeypox _URL_,WordPress.com,0,1,0,Nur die Lüge braucht die Stütze der Staatsgewalt. Die Wahrheit steht von alleine aufrecht. @blabla_net,5/11/18 20:33,49,0,0,0,0,1606,1257,528366,8,0,"Bonn, Germany",0,0
1150,7/9/22 4:52,Health districts prepare for the possibility of monkeypox cases _URL_,Twitter Web App,0,0,0,"Interested in Aerospace, Aviation, Advanced Technologies, HealthCare Technologies, Competitive Intelligence, Human Capital Solutions",6/5/13 21:52,109,0,0,0,0,1197,5001,643708,788,0,None,0,0
1152,7/9/22 4:53,"""The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say"" by Apoorva Mandavilli via NYT  Longstanding weaknesses in the public health system are giving the virus a chance to become entrenched. _URL_",IFTTT,0,0,0,真正的勇士，敢于直面节操满地 | 天真烂漫的老男孩 | 严格来说是个打字的 | 运动强迫症 | 与游戏纠缠不清 | 无菜界吃货 | 努力成为强大的大树 | 自由式推油 / Free style tweet,2/1/12 8:56,125,0,0,0,0,52,79,5384,2,0,天朝的窗口,0,0
1157,7/9/22 4:56,"""The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say"" by Apoorva Mandavilli via NYT _URL_",IFTTT,0,0,0,None,1/3/14 5:07,102,0,0,0,0,40,81,21442,1,0,PHX,0,0
1158,7/9/22 4:56,"""The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say"" by Apoorva Mandavilli via NYT _URL_",IFTTT,0,1,0,"What's up fellow penguins? Welcome to Official Penguins! We are a homeowner's blog in the arctic city of Chicago. I know, recently I feel like if you have",12/15/16 7:08,66,0,0,0,0,5,48,2910,0,0,"Naperville, IL",0,0
1159,7/9/22 4:56,LA County to distribute monkeypox vaccines to 'high-risk' individuals _URL_,WordPress.com,0,1,0,"Breaking News, Sports News , Entertainment News",8/3/21 21:19,11,0,0,0,0,85,59,364195,1,0,New York,0,0
1160,7/9/22 4:56,How SF's responding to influx in monkeypox cases as demand increases for vaccines _URL_,WordPress.com,0,1,0,None,3/26/16 0:28,75,0,0,0,0,412,441,465228,0,0,None,0,0
1166,7/9/22 4:59,The suspected case of monkey pox at AMRI Mukundapur has been found to be negative after sample was tested to NIV Pune. The concerned patient is being treated for chicken pox and will be discharged soon.,Twitter for iPhone,1,1,0,"Assistant Editor, The Print | Former Principal Correspondent at Times Now. Reporting from West Bengal. Views are strictly personal.",4/8/09 15:22,159,8,6,84,3,25360,891,20218,75,0.398264984,"Kolkata, India",0,0
1167,7/9/22 5:00,"Contrary to misleading claims online, there is no link between #COVID19 vaccinations and the current #monkeypox outbreak.  #ViralFactsAfrica _URL_",Twitter Media Studio,1,1,0,Official Twitter account of the World Health Organization in Nigeria,3/28/17 14:02,63,10,1,20,0,341490,207,3663,286,0.009077865,"Abuja, Nigeria",0,0
1169,7/9/22 5:00,"OVER 600 CONFIRMED CASES: Since Sunday, six more states reported their first cases of monkeypox #8NN _URL_",SocialFlow,1,1,0,LIVE. LOCAL. NOW. _URL_ @CBS affiliate in Las Vegas. Nevada's first television station. #8NN,7/25/08 3:39,167,9,7,12,2,264833,574,226324,1711,0.011327893,"Las Vegas, Nevada",0,0
1170,7/9/22 5:00,Dallas County health officials said a man who was infected with monkeypox had sexual encounters with several other men at a bathhouse late last month. _URL_,True Anthem,1,1,0,Breaking news & headlines from around North Texas on the official Twitter feed for KDFW FOX 4 NEWS and _URL_,10/8/08 21:07,165,10,9,25,0,626947,723,222650,2218,0.007018137,Dallas - Fort Worth,0,0
1171,7/9/22 5:00,How San Francisco's responding to influx in monkeypox cases as concern grows over White House's 'slow' response to virus _URL_,WordPress.com,0,1,0,:gem_stone::glowing_star::gem_stone: iBlog - iDesign Website - iFreelance - iForex Trade - iWrite Articles - iYouTube - iEdit Videos - iBuildLandingPage :gem_stone::glowing_star::gem_stone:,3/2/11 12:15,136,0,0,0,0,856,1389,49740,18,0,Nigeria,0,0
1172,7/9/22 5:01,"""The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say"" by Apoorva Mandavilli via NYT _URL_",IFTTT,0,0,0,Male nurse: School taught me to be a nurse. The male part I had to figure out myself.,6/20/09 2:22,156,0,0,0,0,2,5,474,0,0,None,0,0
1173,7/9/22 5:02,"'Public health failure' – Gov't monkeypox response upsets SF lawmakers, LGBTQ community: As the monkeypox outbreak grows, two San Francisco lawmakers along with the LGBTQ community have become frustrated over the federal government's ... _URL_",dlvr.it,0,1,0,Americas — United Kingdom | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative. Founded in 2010,4/29/10 13:56,146,0,0,0,0,4138,3736,1838759,262,0,Americas | United Kingdom,0,0
1174,7/9/22 5:02,(Arkansas reports first case of monkeypox – WSWS) has been published on The Globe - _URL_,theglobe.co.com,0,0,0,None,3/2/22 7:31,4,0,0,0,0,5,1,69762,0,0,None,0,0
1175,7/9/22 5:04,"132 million doses of a vaccine for smallpox and monkeypox would be required yet the strategic national stockpile holds just 64,000 doses. ://www.nytimes.com/2022/07/08/health/monkeypox-vaccine-treatment.html?referringSource=articleShare #monkeypox #vaccine #publichealth",Twitter for iPhone,0,0,0,Love America :United_States: Keep your back to the wind. Walk softly and carry your own shtick.,1/29/22 4:45,5,0,0,0,0,3,18,446,0,0,None,0,0
1177,7/9/22 5:05,"The number of monkeypox cases continues to climb in some states, including Texas, where the Department of State Health Services reports 27 cases as of July 8.   _URL_",SocialNewsDesk,1,1,0,"At WFAA, we have always been a pioneer. We must boldly dare to disrupt, blaze trails untraveled, and celebrate the lives of North Texans and beyond.",8/1/08 20:46,167,2,2,3,0,605022,3986,269945,3274,0.001156983,"Dallas, TX",0,0
1178,7/9/22 5:05,Health officials confirm 1st case of monkeypox in Vancouver Island region #Health | #Officials | #Confirm | #Monkeypox Breaking News  :backhand_index_pointing_right: _URL_ _URL_,Twitter,0,0,0,"A lot of people are afraid of heights. Not me, I'm afraid of widths",2/4/18 14:48,53,0,0,0,0,1508,3757,27381,1,0,United States,0,0
1180,7/9/22 5:06,Monkeypox: Is enough being done to stop its global spread? | The Stream _URL_,WordPress.com,0,1,0,"American Consultants Rx is focused on helping the nations uninsured deal with the high cost of prescription drugs. -Charity,non profit,health care",6/21/09 19:35,156,0,0,0,0,1406,1869,1924937,53,0,"Atlanta,GA",0,0
1183,7/9/22 5:06,"RT @redouad: Our monkeypox data explorer now includes a ""Relative to population"" option to visualize cases per million people. Explore the data (collected by @globaldothealth): _URL_ _URL_",TweetCaster for iOS,0,1,0,"The Culture of Health Equity Network Information about research, policies, practices and advocacy to create and advance a culture of health equity.",9/12/15 14:23,81,0,0,0,0,1127,352,62454,171,0,Washington DC USA,0,0
1185,7/9/22 5:06,"""The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say"" Apoorva Mandavilli _URL_",IFTTT,0,0,0,None,12/30/13 12:31,102,0,0,0,0,41,6,49865,14,0,None,0,0
1189,7/9/22 5:09,"@Bb62329871 In samples collected for gonorrhoea/chlamydia screening from 224 men, they identified three cases with a + anorectal monkeypox PCR.  All three men denied having had any symptoms in the weeks before and after the sample. None of them reported exposure to a diagnosed monkeypox case",Twitter Web App,0,0,0,Retired Prof. Infectious Diseases and Clinical Microbiology. Passionate teacher with thoughts on Infectious Diseases.,3/20/13 17:29,111,0,0,0,0,4180,355,6407,42,0,"Valencia, Spain",0,0
1192,7/9/22 5:10,WHO calls for emergency meeting as monkeypox cases increase globally _URL_,WordPress.com,0,1,0,South African news and celeb gossip,8/3/11 18:03,131,0,0,0,0,12101,755,427947,57,0,Johannesburg,0,0
1194,7/9/22 5:10,"#News via #NYT by Apoorva Mandavilli ""The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say"" _URL_ _URL_",IFTTT,0,0,0,None,1/4/16 16:20,78,0,0,0,0,289,166,279310,16,0,None,0,0
1198,7/9/22 5:11,"""The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say"" by Apoorva Mandavilli via NYT _URL_",IFTTT,0,0,0,"Owner of travel agency, travel expert who gets you where you need to go!",2/11/21 16:22,16,0,0,0,0,21,46,8430,0,0,None,0,0
1204,7/9/22 5:12,Dozens of people line up for monkeypox vaccine in NYC as it offers the shot to gay and bisexual men with 'multiple partners' as US tally now tops 700 cases _URL_,SocialFlow,1,1,0,For the latest updates on breaking news visit our website _URL_ #seriouslypopular,7/15/08 10:17,167,17,20,31,7,2744003,2224,459740,13707,0.002733233,None,0,0
1205,7/9/22 5:13,Portugal confirms first female case of monkeypox $SIGA _URL_,Twitter Web App,0,0,0,None,1/24/11 15:49,137,0,0,0,0,32,107,3069,0,0,None,0,0
1208,7/9/22 5:13,"""Absolutely be concerned."" Monkeypox cases are surging in South Florida - Miami Herald #CovidCentralIsNowMonkeyPoxed #RemoveRon _URL_",Twitter for iPhone,0,0,0,| PRO CHOICE | Child Of God | Ally2:rainbow_flag: | Never4get 1/06 | Fight For Democracy | :prohibited:Q | :prohibited:NoMAGA | #Resist #VoteBlue2022 & 2024 :syringe::face_with_medical_mask:| PLEASE :prohibited:NO DM,7/18/20 17:34,23,0,0,0,0,1936,3378,37712,0,0,"Fort Lauderdale, FL",0,0
1209,7/9/22 5:14,Learn more about Monkeypox - what is it and how can it be spread #Learning _URL_,Twitter Web App,0,0,0,Hello we are the Learning and Development team at University Hospitals of Leicester. This account will be sharing learning opportunities and best practice.,5/25/18 11:14,49,0,0,1,0,1464,1168,4357,2,0.068306011,None,0,0
1211,7/9/22 5:14,"""The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say"" by Apoorva Mandavilli via NYT _URL_ #lifestyleswithlaura _URL_",IFTTT,0,0,0,Fitness and wellness coach,11/16/14 23:31,91,0,0,0,0,12,11,3309,5,0,None,0,0
1212,7/9/22 5:14,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter Web App,0,0,0,"I live in a city but heart still in the country. The government is not the enemy. Let's make it work & listen to truth and science, especially during Pandemic",1/19/10 15:17,149,0,0,0,0,632,1687,16023,24,0,Oregon,0,0
1214,7/9/22 5:15,French health authority urges wider monkeypox vaccination _URL_,WordPress.com,0,1,0,Ad Agency  Website: _URL_  Blog Ext: _URL_,9/22/15 9:00,81,0,0,0,0,667,3737,17933,4,0,Nigeria,0,0
1215,7/9/22 5:15,"""The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say"" by Apoorva Mandavilli via NYT _URL_",IFTTT,0,0,0,None,6/11/10 12:16,144,0,0,0,0,904,516,25274,12,0,"Oviedo, Spain",0,0
1216,7/9/22 5:15,"""The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say"" by Apoorva Mandavilli via NYT _URL_ #Health",IFTTT,0,1,0,Medical revision specialists - helping medical students get through the MRCP exams. Tweets from Katrina,9/27/13 19:30,105,0,0,0,0,463,498,6983,17,0,"London, UK",0,0
1217,7/9/22 5:16,Tennessee Identifies First Monkeypox Case _URL_,WordPress.com,0,1,0,None,4/5/17 14:41,63,0,0,0,0,145,417,54244,0,0,USA,0,0
1218,7/9/22 5:16,"Vancouver Island records 1st monkeypox case, health authority says risk 'very low' _URL_",Twitter Web App,1,1,0,"Vancouver Island's most-read source for local, national and international news. Story tip? islandnews@ctv.ca",7/13/09 21:46,155,3,2,2,0,75960,845,90564,797,0.009215377,"Vancouver Island, BC",0,0
1220,7/9/22 5:16,NYC Democrats blast Biden over monkeypox vaccine mess _URL_,WordPress.com,0,1,0,All the news you need to know,11/17/18 11:32,43,0,0,0,0,13,0,31219,0,0,"London, England",0,0
1221,7/9/22 5:16,NYTimes: The U.S. May Be Losing the Fight Against Monkeypox #AkhbarAlYawm #أخبار_اليوم _URL_,Akhbaralyawm.com Post,0,1,0,"Founded in 1979 AKHBAR ALYAWM is a dedicated lebanese news agency that covers news, politics, economics and sports in an objective and independent approach.",6/18/11 8:00,132,0,0,0,0,5539,1782,295630,36,0,Dekwaneh,0,0
1224,7/9/22 5:17,CDC: Maryland reports more monkeypox cases _URL_,SocialNewsDesk,1,1,0,"Telling Baltimore's stories since 1948, we are WBAL-TV 11 News. Home of the Ravens Broadcast Team, the Maryland Lottery, and WBAL-TV's Puppy with a Purpose",3/10/09 17:19,159,1,0,0,0,285497,799,474175,1856,0.000350266,"Baltimore, MD",0,0
1226,7/9/22 5:17,The Colorado Department of Public Health and Environment estimated it has given out 700 doses of the Jynneos monkeypox vaccine at six clinics _URL_,SocialFlow,1,1,0,Colorado's source for breaking news and information. Get unlimited digital access _URL_ or get the news sent straight to you _URL_,8/16/07 4:20,178,2,0,3,0,468411,824,257791,6017,0.001067439,"Denver, CO",0,0
1228,7/9/22 5:19,Dr. Murphy on monkeypox and omicron subvariant case spike _URL_,WordPress.com,0,1,0,None,3/26/16 0:28,75,0,0,0,0,412,441,465228,0,0,None,0,0
1229,7/9/22 5:19,Every latest suspected monkeypox cases in England _URL_,WordPress.com,0,1,0,"Breaking News, Sports, Entertainment",8/31/10 7:45,142,0,0,0,0,1477,544,753972,56,0,Brasil,0,0
1230,7/9/22 5:20,LA County to distribute monkeypox vaccines to 'high-risk' individuals _URL_,True Anthem,1,1,0,"CBSLA is CBS2 and KCAL9: Local and Breaking News, Sports, Weather and the Best of LA and OC.  Download our app for BREAKING NEWS: _URL_",3/17/09 18:40,159,6,0,18,0,296489,2270,213242,3644,0.008094735,Los Angeles,0,0
1234,7/9/22 5:21,"As monkeypox hits California's LGBTQ community, activists say not enough is being done _URL_",WordPress.com,0,0,0,None,12/26/21 14:02,6,0,0,0,0,6,105,29674,0,0,None,0,0
1238,7/9/22 5:25,"(Monkeypox Vaccine Set To Be Rolled Out In Suffolk – Hauppauge, NY Patch) has been published on The Globe - _URL_",theglobe.co.com,0,0,0,None,3/2/22 7:31,4,0,0,0,0,5,1,69762,0,0,None,0,0
1242,7/9/22 5:28,"Labcorp to Begin Monkeypox Testing Today, Doubling Nationwide Capacity _URL_ #testing #monkeypox",POZ Auto Tweet,1,1,0,"The premier HIV/AIDS advocacy, lifestyle, treatment and information resource.",3/18/09 16:52,159,0,0,0,0,27908,323,75883,709,0,"New York, NY",0,0
1243,7/9/22 5:28,"Labcorp to Begin Monkeypox Testing Today, Doubling Nationwide Capacity _URL_ #testing #monkeypox",RH Auto Tweet,0,1,0,"Real Health informs and inspires people to live healthier, longer lives.",3/18/09 20:30,159,0,0,0,0,5645,1981,22130,228,0,None,0,0
1244,7/9/22 5:28,"Labcorp to Begin Monkeypox Testing Today, Doubling Nationwide Capacity _URL_ #testing #monkeypox",TS Auto Tweet,0,1,0,"Tu Salud magazine delivers information for Latinos on fitness, diet, nutrition, prevention, treatment, sexual health, relationships and family.",5/1/09 19:49,158,0,0,0,0,5545,128,10366,138,0,"New York, NY",0,0
1247,7/9/22 5:29,"7 of your most pressing monkeypox vaccine questions, answered #DC #MONKEYPOX _URL_",br00t4c App 01,0,0,0,#FBR #RESIST #PROGRESSIVE #FBPE #FBRPARTY #FBPA #FBPPR #RESISTERS #RESISTANCE #RESISTER #IFB #FBPR #M4A #WOKEAF #BLM #ALLY #EXPANDTHECOURT,11/23/20 16:30,19,0,1,0,0,3586,4424,45411,0,0.027886224,None,0,0
1259,7/9/22 5:33,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say #USA #monkeypox  _URL_",Twitter Web App,0,1,0,None,7/5/09 8:26,156,0,0,0,0,229,190,44272,4,0,Berlin,0,0
1261,7/9/22 5:34,"In #Germany, a total of 1,490 #Monkeypox cases have been registered since the outbreak commenced in May. Next week, the first #vaccinations are supposed to be administered in Berlin. #Affenpocken  _URL_",Twitter Web App,0,1,0,This is Berlin.,8/15/18 13:42,46,1,0,0,0,932,2,3455,0,0.107296137,"Berlin, Germany",0,0
1262,7/9/22 5:35,"On monkeypox response, LGBTQ advocates raise concerns _URL_",dlvr.it,0,1,0,"Bollyinside covers the latest #News about #tech, #politics, #sports, the #world, #health news, and many more...",4/13/15 3:57,86,0,0,0,0,479,32,61774,4,0,USA,0,0
1263,7/9/22 5:35,"First MONKEY POX case reported in Kolkata? Student admitted with 'RASH', other symptoms | News _URL_",WordPress.com,0,1,0,The Chhattisgarh is a Leading News Portal since 2007. Stay Connected to us for the latest news coverage across India and especially Chhattisgarh.,5/27/19 11:03,37,0,0,0,0,975,22,62449,0,0,None,0,0
1272,7/9/22 5:39,"Top story: The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_ see more _URL_",The Tweeted Times,0,0,0,A nation of sheep will beget a government of wolves. Una nazione di pecore genererà un governo di lupi. (Edward Murrow),7/10/11 17:24,131,0,0,0,0,16679,9028,168280,315,0,None,0,0
1273,7/9/22 5:40,#Monkeypox reaches India? Youth with suspected symptoms admitted to hospital in #Kolkata; Watch out for these symptoms _URL_,Twitter Web App,1,1,0,TIMES NOW is India's most watched English news channel. Follow for lightning fast #BreakingNews and #Alerts.,1/20/11 12:17,137,0,0,6,1,10238899,371,820561,5921,6.83667E-05,India,0,0
1274,7/9/22 5:40,The two most important questions concerning the ongoing international monkeypox outbreak _URL_,Twitter for iPad,0,1,0,"Writer @TheNewConserva8 @EuroConOfficial @SalisburyReview @TheConWom @CSquireMagazine @UnityNewsNet member Free @SpeechUnion own views, retweets not endorsement",9/18/09 19:19,153,0,0,0,0,7764,1080,9211,121,0,"Hull, East Yorkshire, UK",0,0
1275,7/9/22 5:41,How contagious is monkeypox—and should you get a vaccine? Here's the latest. _URL_ via @NatGeo,Twitter Web App,0,0,0,"Age Is A Matter Of Feeling, Not Of Years. The Profile Photo is from the memory of 1993.",1/19/11 13:44,137,0,0,0,0,26,22,7246,2,0,"InSamRo 21Gil 30, SuSanMyun, JaeCheon City, R.O. Korea",0,0
1278,7/9/22 5:42,2022 Monkeypox Outbreak Global Map | Monkeypox | Poxvirus | CDC _URL_ via @CDCgov,Twitter Web App,0,1,0,_URL_,5/8/22 21:43,2,0,0,0,0,2,14,73,0,0,None,0,0
1280,7/9/22 5:43,"The result has been found to be negative after the sample of the suspected case of monkey pox,sent to NIV Pune and tested accordingly. The concerned patient is now at AMRI Mukundapur &amp; is being treated for chicken pox and will be discharged soon. _URL_",Twitter for Android,0,0,0,Banker by Profession||Software Engineer||Reader|| Traveller || Political Updates || MS Dhoni Forever,10/26/20 9:26,20,1,0,3,0,1528,1041,17991,0,0.261780105,"Mumbai, India",0,0
1282,7/9/22 5:44,Every latest suspected monkeypox cases in England _URL_,ContentStudio.io,0,0,0,We are Radio Station born from the desperation and isolation of the Covid-19 virus. The station was formed to help with keeping people talking and mental health,5/22/20 6:37,25,0,0,0,0,132,54,86846,4,0,None,0,0
1285,7/9/22 5:46,(Monkeypox cases up 77% in one week: WHO – Deltaplex News – Deltaplex News) has been published on The Globe - _URL_,theglobe.co.com,0,0,0,None,3/2/22 7:31,4,0,0,0,0,5,1,69762,0,0,None,0,0
1294,7/9/22 5:49,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter Web App,0,1,0,Roving Journalist Covering the Asia-Pacific | Currently Based in #Seoul | @AU_SIS East Asia | @Diplomat_APAC | :e-mail:: michael@mitsanas.com | RT ≠ Endorsement,2/22/18 4:19,52,0,0,0,0,309,1468,4287,2,0,"Seoul, South Korea",0,0
1299,7/9/22 5:51,"Germany: Number of Monkeypox Infections Keeps on Rising, Vaccinatio... (The Berlin Spectator) Berlin, July 9th, 2022 (The Berlin Spectator) - The Coronavirus and the Monkeypox virus have... Add your highlights: _URL_  #Germany #news",Germany News PLOW,0,1,0,A Germany News community with less noise & more highlights on @briefly_tldr. Follow for an invite to join our open beta!,2/2/17 17:00,65,1,0,1,0,3735,4819,7393,36,0.053547523,Internet,0,0
1300,7/9/22 5:51,"Germany: Number of Monkeypox Infections Keeps on Rising, Vaccinatio... (The Berlin Spectator) Berlin, July 9th, 2022 (The Berlin Spectator) - The Coronavirus and the Monkeypox virus have... Add your highlights: _URL_  #COVID19 #coronavirus",Corona Virus Briefly,0,1,0,A Corona Virus community with less noise & more highlights on @briefly_tldr. Follow for an invite to join our open beta!,7/27/20 0:16,23,0,0,1,0,303,4291,18837,5,0.330033003,Internet,0,0
1305,7/9/22 5:52,"U.S. To Roll Out 144,000 Additional Doses Of Monkeypox Vaccine To Fight Outbreak _URL_",WordPress.com,0,1,0,"American Consultants Rx is focused on helping the nations uninsured deal with the high cost of prescription drugs. -Charity,non profit,health care",6/21/09 19:35,156,0,0,0,0,1406,1869,1924937,53,0,"Atlanta,GA",0,0
1306,7/9/22 5:52,'Absolutely be concerned.' Monkeypox cases are surging in South Florida _URL_,Twitter for Android,0,0,0,"Analysis, Opinions, News, Satire and very foul language. Nothing I tweet is advice, I am not an investment advisor, do your own due diligence.",3/14/11 1:42,135,0,0,0,0,485,680,32944,4,0,2600Hz,0,0
1308,7/9/22 5:53,"Exclusive: 7 of your most pressing monkeypox vaccine questions, answered – _URL_ _URL_",WordPress.com,0,1,0,"Talk Of News is one of the leading news websites in the world which reports everything related to the News, Business and Startup sector around the world.",6/14/19 8:08,36,0,0,0,0,18,8,7003,0,0,UK,0,0
1314,7/9/22 5:56,"LA County to Expand Distribution of Monkeypox Vaccine, by Invitation Only _URL_",SocialFlow,1,1,0,"Welcome to @NBCLA, the place for news, weather and everything SoCal! #NBCLA",11/14/08 3:39,163,6,1,6,1,553620,914,368145,4549,0.00252881,Southern California,0,0
1315,7/9/22 5:57,"LA County to Expand Distribution of Monkeypox Vaccine, by Invitation Only _URL_",WordPress.com,0,1,0,usa share news,12/29/21 12:19,6,0,0,0,0,311,1080,345466,1,0,United States,0,0
1319,7/9/22 6:00,Community health and LGBTQ rights leaders in California are demanding a much more aggressive response to monkeypox from government and health agencies. _URL_,TweetDeck,1,1,0,Covering the world with a West Coast perspective. Subscribe now: _URL_,10/9/08 11:07,165,6,6,21,1,3953657,7074,448912,35778,0.000859963,"El Segundo, CA",0,0
1320,7/9/22 6:00,"#RT @pozmagazine: Labcorp to Begin Monkeypox Testing Today, Doubling Nationwide Capacity _URL_ #testing #monkeypox",IFTTT,0,1,0,"Serving Communities in All Ways, Always. AFG is a 501(c)(3) nonprofit organization focused on helping the communities that it serves to fight #HIV and #AIDS",6/24/18 5:32,48,0,0,0,0,274,220,18209,4,0,"San Marcos, TX",0,0
1322,7/9/22 6:01,San Francisco Lawmakers Call Out Government for 'Public Health Failure' on Monkeypox _URL_,dlvr.it,0,1,0,Bay Area Daily News Aggregator (_URL_,6/30/11 2:16,132,0,0,0,0,298,502,17434,14,0,"Bay Area, California",0,0
1324,7/9/22 6:03,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",WordPress.com,0,1,0,Your online helper:houses: Website developer:globe_with_meridians: Editing Master:national_park: News deliver:globe_showing_Americas: DOB - Jan-3-2006,3/11/19 2:44,39,0,0,0,0,23,7,37043,0,0,"Dubai, United Arab Emirates",0,0
1327,7/9/22 6:04,"Probable Monkeypox Case Reported In Detroit, Health Officials Say _URL_",WordPress.com,0,1,0,News Website,6/21/21 13:29,12,0,0,0,0,74,662,18508,0,0,None,0,0
1330,7/9/22 6:07,"Total number of confirmed world-wide #monkeypox cases, as of Saturday July 9, 2022, is  :keycap_8::keycap_1::keycap_2::keycap_7:. For live updates, go to _URL_ #MonkeypoxVirus #WHO #WearAMask #Epidemiology #biostatistics #monkeypox #epitwitter _URL_",Twitter for iPad,0,1,0,"Gender/Health Researcher | Sr. Data Scientist | Founder, Algorithm Basics | Economic Value of Agro-Waste (_URL_",5/21/16 14:34,73,1,0,1,0,210,1408,1176,6,0.952380952,"San Diego, CA",0,0
1331,7/9/22 6:09,(A man who caught monkeypox says it has been 'one of the most painful and miserable experiences of my life.' He – Business Insider India) has been published on The Globe - _URL_,theglobe.co.com,0,0,0,None,3/2/22 7:31,4,0,0,0,0,5,1,69762,0,0,None,0,0
1339,7/9/22 6:12,USA Updates NYC Democrats blast Biden over monkeypox vaccine mess TOU _URL_,WordPress.com,0,1,0,The Times Of Updates,11/5/21 3:17,8,0,0,0,0,53,7,23989,0,0,United States,0,0
1340,7/9/22 6:12,U.S. has 17M monkeypox vaccine doses stuck in Denmark as NYC scrambles to get shots into arms: 'Make the vaccine available to everyone' _URL_,WordPress.com,0,1,0,usa share news,12/29/21 12:19,6,0,0,0,0,311,1080,345466,1,0,United States,0,0
1343,7/9/22 6:14,Monkeypox: Is enough being done to stop its global spread? | The Stream _URL_,WordPress.com,0,0,0,None,6/17/19 4:32,36,0,0,0,0,28,21,31631,0,0,None,0,0
1351,7/9/22 6:19,Could Would Should Why the Monkeypox Virus Is Not Like Covid-19 - The New York Times _URL_ #should #could #assumptions,dlvr.it,0,0,0,None,9/21/16 16:23,69,0,0,0,0,44,43,306653,9,0,"New York, USA",0,0
1356,7/9/22 6:22,Vital first steps to take after monkeypox infection &amp; top sign you have the virus revealed by expert as US cases hit 700 _URL_,WordPress.com,0,1,0,"Get the latest news and follow the coverage of the latest general updates, politics, financial updates, sports, and more from the top trusted sources.",3/23/22 18:56,3,0,0,0,0,11,13,7521,1,0,"NY, USA",0,0
1357,7/9/22 6:23,"Man may have spread monkeypox in Dallas, health officials say _URL_",Twitter Web App,0,1,0,"Official Twitter. Christian, Husband, Father, Security Analyst, OSINT, Researcher @VigiloxOSINT, #ProLife (Who isn't?). John 8:32.",8/27/07 21:05,178,1,0,2,0,4699,4337,69623,153,0.063843371,"Grand Prairie, TX",0,0
1358,7/9/22 6:25,Good #monkeypox :thread: and link to latest @UKHSA briefing by @SparrowhawkAlex _URL_,Twitter for iPhone,0,1,0,"Sexually transmitted infections epidemiologist, but Covid-19 has changed everything. Contact tracing the common thread",7/26/12 6:43,119,0,1,4,0,5073,1374,32993,237,0.098561009,"Bern, Switzerland",0,0
1359,7/9/22 6:25,"#Man likely spread monkeypox at Texas bathhouse through sex with multiple men - New York Post --- :thumbs_up:Like, :repeat_button:Retweet or :backhand_index_pointing_right:Follow @Nachos_News",NewsNacho,0,0,0,"""Hoping for the best, prepared for the worst""  ---------------------------  Follow @Nachos_News for :newspaper:#DailyNews,:world_map:#WorldNews, :bank:#Business, :sports_medal:#Sport and more.",3/15/15 16:44,87,0,0,0,0,27,172,9385,1,0,World,0,0
1362,7/9/22 6:27,"First case of monkeypox found in Wake County, North Carolina. _URL_",Twitter Web App,0,0,0,Speak up for those who cannot speak for themselves; ensure justice for those being crushed. Proverbs 31:8 #GoodTrouble #RightMatters Independent & Unaffiliated.,2/11/17 12:37,64,0,0,0,0,1241,3978,134451,3,0,Wake County North Carolina USA,0,0
1365,7/9/22 6:29,"France urges monkeypox jab for sex workers The EU is pricing developing countries out of the LNG market, the Wall Street Journal reports the price of LNG has skyrocketed 1,900% from its low two years ago.",Twitter for Android,0,0,0,Art & Love & Understanding,6/20/20 7:35,24,0,1,0,0,95,74,15687,0,1.052631579,None,0,0
1366,7/9/22 6:29,"The U.S. may be losing the fight against monkeypox, scientists say, as a slow and stumbling response gives the virus a chance to spread. _URL_",Twitter for Android,0,1,0,Journo with leading Int'l news agencies I Data Scientist & Machine Learning Engr. I Attorney At Law I Financial Journalist l Communications I Equity Research,3/14/11 13:09,135,0,0,0,0,611,4933,40921,111,0,"Toronto, Canada",0,0
