number,created_at,text,source,user is verified,user has url,user description,user created at,retweet_count,reply_count,like_count,quote_count,followers count,following count,tweet count,listed_count,user location,binary_class,ternary_class
391,2022-07-09 01:08:36,CelibacBruce:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face: Nowhere near enough vaccine to meet need as monkeypox spreads in Chicago _URL_ via @HydeParkHerald,Twitter for Android,False,False,"So many delightful wrong decisions...Parisien nė, raised Virginian, tridecade wasatch downhill drop out, almost died in AZ Hellhole, Chicago renaissance...",2017-11-25 10:48:24,0,0,1,0,1668,5000,47372,4,"no longer LincolnPark, Chicago",0,0
392,2022-07-09 01:08:37,Monkeypox cases by country This Month Last Month 2326-259- :Spain:Spain 1552-367- :United_Kingdom:United Kingdom 1490-150- :Germany:Germany 791-45- :United_States:United States 721-91- :France:France 473-209- :Portugal:Portugal 402-60- :Netherlands:Netherlands 398-113- :Canada:Canada 255-31- :Italy:Italy 0-0- :New_Zealand:New Zealand #NewZealand Kiwi _URL_,Twitter Web App,False,False,There is a growing trend in the godlinnes of beauty rather than the beauty in Godlinnes. Too much of the abnormal soon becomes normal. Love God love one another,2020-11-08 21:31:01,0,0,0,0,6,11,1686,1,WorldCountryNotCountryWorld,0,0
393,2022-07-09 01:09:00,"Here's Who Can—and Should—Get the Monkeypox Vaccine Right Now A nationwide monkeypox vaccination plan is finally in the works. The U.S. Department of HHS announced an ""enhanced nationwide vaccination strategy"" to try to slow the spread of monkeypox. _URL_",Twitter Web App,False,True,None,2014-08-15 05:53:43,0,0,0,0,102,411,2909,8,"Mukilteo, WA",0,0
397,2022-07-09 01:09:46,Monkeypox cases by country This Month Last Month 2326-259- :Spain:Spain 1552-367- :United_Kingdom:United Kingdom 1490-150- :Germany:Germany 791-45- :United_States:United States 721-91- :France:France 473-209- :Portugal:Portugal 402-60- :Netherlands:Netherlands 398-113- :Canada:Canada 255-31- :Italy:Italy 17-8- :Australia:Australia #Australia _URL_,Twitter Web App,False,False,There is a growing trend in the godlinnes of beauty rather than the beauty in Godlinnes. Too much of the abnormal soon becomes normal. Love God love one another,2020-11-08 21:31:01,0,0,0,0,6,11,1686,1,WorldCountryNotCountryWorld,0,0
399,2022-07-09 01:10:01,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter for Android,False,True,A huge @ewarren stan | Supporting PA Democrats | Amplifying BIPOC Voices | US democracy fighter | Comments/likes/retweets/tweets are my own | He/His/Him,2010-08-27 20:27:31,0,0,0,0,13644,14095,801687,0,"Pittsburgh, PA",0,0
406,2022-07-09 01:12:11,Everything We Know About the Monkeypox Outbreak – CNET _URL_,WordPress.com,False,True,"Naija News Agency serves you the latest, trending and breaking news curated across credible news media home and abroad. Naija News Agency - News for All!",2014-07-01 13:43:27,0,0,0,0,1540,33,340510,15,Nigeria,0,0
409,2022-07-09 01:13:25,"Monkeypox is a viral disease that can cause rashes, sores, and flu-like symptoms. _URL_",SocialNewsDesk,True,True,"WVVA offers local news for the Bluefield, Beckley, and surrounding areas.",2008-12-29 19:28:47,0,0,0,0,11795,395,44050,280,"Bluefield, West Virginia",0,0
410,2022-07-09 01:13:25,"Monkeypox is a viral disease that can cause rashes, sores, and flu-like symptoms. _URL_",SocialNewsDesk,False,True,Evening News Anchor/Content Manager & Producer @WVVA | Former Reporter/Weather @KFBB | @LibertyU alum | PA--VA--NY--MT--WV,2015-10-12 21:03:28,0,0,0,0,792,1701,1991,11,"Bluefield, WV",0,0
417,2022-07-09 01:15:00,"As monkeypox cases rise nationwide and pop-up in #LosAngeles, the AIDS Healthcare Foundation is calling on health officials to increase public education of the rare disease. _URL_",TweetDeck,False,True,Join the Circle of Eyewitnesses! Tag your photos and videos with #abc7eyewitness.,2011-04-06 19:32:47,0,0,0,0,4052,500,9162,69,Los Angeles,0,0
418,2022-07-09 01:15:02,"@AliVelshi @Lawrence The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter for Android,False,False,"Concerned with peace issues not just for people but for the environment! Without a healthy environment, we're gone as a planet.",2022-03-03 23:33:35,0,0,0,0,6,140,1394,0,None,0,0
419,2022-07-09 01:15:07,Medical Multi-country Alerts: Monkeypox cases reported in multiple countries,AI,False,True,"I'm a chat bot. I respond to anything @iniaes every half hour, and post randomly if there is nothing to reply to.",2009-03-12 16:49:37,0,0,0,0,215,62,59104,48,A server rack.,0,0
422,2022-07-09 01:15:32,Singapore confirms fourth case of monkeypox _URL_ _URL_,Echobox,True,True,"Off Centre, On Trend.",2009-01-15 06:55:41,1,0,0,0,55669,175,230858,680,Singapore,0,0
431,2022-07-09 01:17:47,NYC Democrats blast Biden over monkeypox vaccine mess _URL_,Twitter for iPad,False,False,"Christian, Football fanatic, wife, sister, aunt, friend...MOM.",2014-11-26 21:18:24,0,0,0,0,391,270,84479,10,None,0,0
434,2022-07-09 01:19:35,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter for Android,False,True,"Books, science, history, music, language. Pragmatist. Tsundoku master. Ailurophile. Scifi writer. SCA. Home brewer. Displaced Clevelander. She/her. Vote Blue.",2009-12-15 23:06:28,1,1,0,0,853,3319,11053,5,"Annapolis, Maryland, USA",0,0
439,2022-07-09 01:20:34,Monkeypox cases by country This Month Last Month 2326-259- :Spain:Spain 1552-367- :United_Kingdom:United Kingdom 1490-150- :Germany:Germany 791-45- :United_States:United States 721-91- :France:France 473-209- :Portugal:Portugal 402-60- :Netherlands:Netherlands 398-113- :Canada:Canada 255-31- :Italy:Italy 4-0- :Singapore:Singapore #Singapore _URL_,Twitter Web App,False,False,There is a growing trend in the godlinnes of beauty rather than the beauty in Godlinnes. Too much of the abnormal soon becomes normal. Love God love one another,2020-11-08 21:31:01,0,0,0,0,6,11,1686,1,WorldCountryNotCountryWorld,0,0
442,2022-07-09 01:21:40,French Health Authority Urges Wider Monkeypox Vaccination _URL_,WordPress.com,False,True,_URL_ is a Tech Blogging Website We are Provided Tech relative latest News & Information.,2022-06-27 09:15:05,0,0,0,0,3,3,2054,0,India,0,0
443,2022-07-09 01:22:15,Today's #headlines: CDC: Maryland reports more monkeypox cases _URL_ #news by WBAL TV Baltimore Maryland's number of presumed monkeypox cases is growing.,IFTTT,False,True,"Today's headlines, with a backstory. There's more to life than news and Twitter. We answer the question: What'd I miss?",2022-02-04 09:30:32,0,0,0,0,17,70,2298,0,None,0,0
444,2022-07-09 01:22:39,NYC is the epicentre of #monkeypox in the US with 75 percent of NY's cases occurring in Manhattan; one third of which have swept Hell's Kitchen.,Twitter for iPhone,False,False,Your daily NYC scoop,2022-05-17 19:51:05,0,2,0,0,30,59,297,0,"New York, NY",0,0
445,2022-07-09 01:22:41,For those interested here is national and state data (NY) on the monkeypox vaccine. _URL_,Twitter for iPhone,False,False,Your daily NYC scoop,2022-05-17 19:51:05,0,1,0,0,30,59,297,0,"New York, NY",0,0
458,2022-07-09 01:26:34,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter for Android,False,False,"'The Oracle of Wisdom and Such', Former LEO, Spouse of RET ADAF, Univ. of AZ :water_wave: #𝖁𝖔𝖙𝖊𝕭𝖑𝖚𝖊  e pluribus unum :eagle: Coup Fighter",2009-04-10 17:45:16,0,0,0,0,2704,4999,27325,7,"Texas, USA",0,0
459,2022-07-09 01:26:58,Monkeypox: Is enough being done to stop its global spread? | The Stream read on _URL_ _URL_ #uomoelegante #gloo #miradaonline #ecosistemaonline,Twitter,False,True,News from the world,2017-03-01 13:52:03,0,0,0,0,265,1204,154020,2,"Tallinn, Estonia",0,0
463,2022-07-09 01:30:02,The U.S. is trying to stem the monkeypox outbreak by shipping more vaccine doses to states and expanding the number of labs that can process test samples.https://t.co/6lCHX9HWcX _URL_,Sprinklr Publishing,True,True,WebMD and our medical team bring you the most trustworthy and timely health news and information.,2009-03-23 01:43:59,9,0,14,0,3121386,414,72278,10271,USA,0,0
464,2022-07-09 01:30:07,The first probable case of monkeypox has been detected in West Virginia - more specifically in Berkeley County. _URL_,SocialNewsDesk,True,True,"The Mid-Ohio Valley's source for local News, Sports, Weather and more!",2010-06-07 15:01:39,0,0,1,0,5687,300,51669,136,"Parkersburg, WV",0,0
465,2022-07-09 01:30:14,"Together with some names more famous than me :face_with_tears_of_joy:, we try to answer some questions on Monkeypox. _URL_",Twitter for iPhone,False,True,"Hung up my stethoscope & now dabbling in global health. Writing with many typos. Occasional triathlete. Dad to a little rascal. Opinions my own, or Emma's.",2010-08-23 10:00:09,3,3,30,0,16437,1725,146999,86,Malaysia / Singapore,0,0
467,2022-07-09 01:31:21,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say - The New York Times _URL_",Twitter for iPad,False,False,None,2009-06-13 18:12:22,0,0,0,0,280,1828,161728,41,None,0,0
468,2022-07-09 01:31:22,Island Health confirms one case of monkeypox on south Island _URL_,WordPress.com,False,False,afs,2021-12-06 05:06:24,0,0,0,0,23,1,45346,0,None,0,0
469,2022-07-09 01:31:28,Island Health confirms one case of monkeypox on south Island _URL_,WordPress.com,False,False,Carissa2008,2022-05-31 16:32:34,0,0,0,0,3,1,4034,0,None,0,0
470,2022-07-09 01:31:29,Island Health confirms one case of monkeypox on south Island _URL_,WordPress.com,False,False,Binar2005,2022-05-31 16:28:59,0,0,0,0,3,1,4613,0,None,0,0
471,2022-07-09 01:31:30,Bay Area LGBT community frustrated by response to monkeypox outbreak _URL_,WordPress.com,False,True,usa share news,2021-12-29 12:19:23,0,0,0,0,311,1080,345466,1,United States,0,0
472,2022-07-09 01:32:15,"The first possible case of monkeypox was detected in Berkeley County, West Virginia _URL_",WordPress.com,False,True,collaboration@support.exbulletin.com,2022-01-14 23:40:55,0,0,0,0,103,1,128163,1,None,0,0
474,2022-07-09 01:32:44,"7 of your most pressing monkeypox vaccine questions, answered _URL_ via @voxdotcom",Twitter Web App,False,False,"I'm a Mac techie who is socially, environmentally and technically aware of issues. I'm an avid bicyclist as well as a firm believer in public & mass transit.",2010-03-14 19:56:55,0,0,0,0,746,824,479378,190,None,0,0
475,2022-07-09 01:33:14,AIDS Healthcare Foundation (AHF) urges the World Health Organization not to repeat the past mistake of delaying declarations for COVID-19 and immediately declare the monkeypox outbreak a public health emergency of international concern (PHEIC). _URL_,Twitter for Android,False,False,憲法違反 1743 大量火葬指示通達 蚕卵紙 geology,2019-11-13 00:05:45,2,0,5,0,149,159,21349,3,None,0,0
476,2022-07-09 01:33:18,First case of monkeypox reported in Arkansas _URL_ via @Yahoo,Twitter Web App,False,True,"Video Games, Sports, Movies, Comics, Manga, Anime, Real World Events. XBOX gamertag RJ RAGE ZX 1987 & PlayStation RJ_RAGE_ZX_1987 also _URL_",2020-09-16 07:00:53,0,0,1,0,1194,5005,59388,7,"North Port, Florida",0,0
477,2022-07-09 01:33:26,'Absolutely be concerned.' Monkeypox cases are surging in South Florida _URL_ via @Yahoo,Twitter Web App,False,True,"Video Games, Sports, Movies, Comics, Manga, Anime, Real World Events. XBOX gamertag RJ RAGE ZX 1987 & PlayStation RJ_RAGE_ZX_1987 also _URL_",2020-09-16 07:00:53,0,0,0,0,1194,5005,59388,7,"North Port, Florida",0,0
481,2022-07-09 01:35:25,West Virginia's first probable case of monkeypox is discovered in Berkeley County _URL_,WordPress.com,False,True,"_URL_ provides Top Latest Breaking News of Technology, Science, Entertainment, Politics, Sports, etc.",2021-08-02 02:36:41,0,0,1,0,58,72,23796,0,None,0,0
482,2022-07-09 01:35:27,"Westfield Has 'Moderate' COVID Activity, Reports 2 Deaths, Watches for Monkeypox _URL_ _URL_",TweetDeck,False,True,"TAP into Westfield is a hyperlocal newspaper serving residents, organizations, and business owners of Westfield, NJ. Sign up for free at _URL_",2012-09-03 22:50:39,0,0,0,0,3143,451,18107,34,"Westfield, NJ",0,0
483,2022-07-09 01:35:37,Monkeypox cases by country This Month Last Month 2326-259- :Spain:Spain 1552-367- :United_Kingdom:United Kingdom 1490-150- :Germany:Germany 791-45- :United_States:United States 721-91- :France:France 473-209- :Portugal:Portugal 402-60- :Netherlands:Netherlands 398-113- :Canada:Canada 255-31- :Italy:Italy 0-0- :Trinidad_&_Tobago:Trinidad and Tobago #Trinidad and Tobago _URL_,Twitter Web App,False,False,There is a growing trend in the godlinnes of beauty rather than the beauty in Godlinnes. Too much of the abnormal soon becomes normal. Love God love one another,2020-11-08 21:31:01,0,0,0,0,6,11,1686,1,WorldCountryNotCountryWorld,0,0
487,2022-07-09 01:36:40,Monkeypox cases by country This Month Last Month 2326-259- :Spain:Spain 1552-367- :United_Kingdom:United Kingdom 1490-150- :Germany:Germany 791-45- :United_States:United States 721-91- :France:France 473-209- :Portugal:Portugal 402-60- :Netherlands:Netherlands 398-113- :Canada:Canada 255-31- :Italy:Italy 168-25- :Belgium:Belgium #America _URL_,Twitter Web App,False,False,There is a growing trend in the godlinnes of beauty rather than the beauty in Godlinnes. Too much of the abnormal soon becomes normal. Love God love one another,2020-11-08 21:31:01,0,0,0,0,6,11,1686,1,WorldCountryNotCountryWorld,0,0
490,2022-07-09 01:37:00,MDHHS identifies three possible cases of monkeypox in Michigan _URL_,WordPress.com,False,True,collaboration@support.exbulletin.com,2022-01-14 23:40:55,0,0,0,0,103,1,128163,1,None,0,0
491,2022-07-09 01:37:14,"First case of monkeypox reported on Vancouver Island, bringing B.C. total to 21 | _URL_ _URL_",Twitter Web App,False,True,:butterfly:I am a Lily:baby_angel_medium_skin_tone: #MMIWG2S #RedDress Campaign :wolf: #BLM :wolf: #NativeLivesMatter :snowman::four_leaf_clover: #GloriaSteinam #Oprah #WolfClan #HumanRights #Love :kiss_mark:First Nations: _URL_,2021-05-24 12:03:23,0,0,1,0,685,4936,12400,6,a Racist village in Canada,0,0
493,2022-07-09 01:37:32,Monkeypox vaccine remains hard to get in cities where outbreak is growing _URL_,Twitter Web App,False,False,@GQmagazine Insider #Politics #Equality #Climate #Animals #Recycling #Mentalhealth #Resist :United_States::rainbow_flag::raised_fist_dark_skin_tone::raised_fist_medium-dark_skin_tone::raised_fist_medium_skin_tone:Followed by @CoryBooker Blocked by @CLewandowski_,2014-06-27 03:01:43,0,0,1,0,1969,3527,77456,2,USA,0,0
494,2022-07-09 01:37:59,You can make an appointment in Broward for a vaccine to prevent monkeypox next week. Here's how. _URL_ _URL_,Twitter,True,True,"The official Sun Sentinel Twitter account. Covering Broward, Palm Beach and Miami-Dade. Pulitzer Prize Gold Medal For Public Service 2013, 2019",2008-01-25 22:16:56,1,1,3,0,288127,11969,207353,2928,South Florida,0,0
498,2022-07-09 01:39:19,Labcorp Ramps Up Monkeypox Testing Capabilities _URL_ #HEOR #Monkeypox #Testing #Healthcare #Biotech _URL_,Hootsuite Inc.,False,True,"World's largest global Connected Community(tm) focused on HEOR, RWE and Market Access. Digital Channel owned by _URL_",2009-10-26 15:22:25,1,0,0,0,6529,4869,23313,186,California,0,0
500,2022-07-09 01:40:02,"We are monitoring the spread of the monkeypox virus (MPV). While there are no confirmed cases of MPV in Long Beach currently and the risk of MPV remains low, we urge our community to remain vigilant and aware of symptoms and possible exposure. Read more: _URL_ _URL_",Sprout Social,False,True,"The @LongBeachCity Department of Health and Human Services strives to create a safe and healthy community for all to live, work and play.",2011-09-07 17:36:48,3,0,4,0,6412,435,7862,131,"Long Beach, CA",0,0
510,2022-07-09 01:42:05,South Carolina: First confirmed cases of monkeypox reported _URL_,Twitter Web App,False,False,Hard Truth,2011-07-12 03:19:35,0,0,0,0,103,216,7800,0,None,0,0
511,2022-07-09 01:42:12,A confirmed case of monkey's head wound France to vaccinate high-risk groups of monkeypox...577 confirmed infections _URL_,Twitter Web App,False,False,"앙큼한 것*^^* Greater one hem! Quark, please bite * ^^ *",2014-12-31 11:23:22,0,1,0,0,20,258,11024,1,None,0,0
512,2022-07-09 01:42:14,Top story: Monkeypox multi-country outbreak - first update _URL_ see more _URL_,The Tweeted Times,False,True,None,2009-04-29 15:28:49,0,0,0,0,2100,182,16768,79,Andalucia,0,0
513,2022-07-09 01:42:24,"#Suffolk, #Northwell to Roll Out #Monkeypox Vaccines in #FireIsland @LongIslandPress @brianabonfiglio _URL_",Twidere for Android,False,True,:rainbow_flag:ATHEIST:Australia::hot_beverage::peace_symbol::satellite_antenna::globe_with_meridians:NewsGeek:newspaper::mobile_phone:TechGeek:printer::chequered_flag:Motorsport:dashing_away: Music:optical_disk::control_knobs:80's:woman_dancing::Cancer:Comedy:performing_arts::fork_and_knife::cheese_wedge:Wine:wine_glass::airplane_departure:Aviation:seat::sailboat::world_map:Travel:mountain_railway:COOLJAPAN:hot_springs::desert_island:Photography:camera:Pro-Choice:balance_scale:Pro-euthanasia:yin_yang::medical_symbol: @GLOBALNEWSTH,2019-02-16 04:34:44,0,0,0,0,983,2002,19743,11,:yellow_heart::green_heart::blue_heart::brown_heart: LOVE IS LOVE :purple_heart::orange_heart::red_heart::white_heart:,0,0
515,2022-07-09 01:42:30,"The situation ""reveals the failures in the US to take public health seriously"". ""Do we ever run out of fighter jets?""  The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter for Android,False,False,Pass voting rights! #SimpleMajority I dissent. #MyBodyMyChoice #NotoriousRBG  What we do in life echoes in eternity. she/her Opinions are mine only.,2013-05-01 17:39:50,0,0,1,0,1810,2420,49093,0,"Chicago, IL",0,0
516,2022-07-09 01:42:48,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter Web App,False,False,"Vice Dean academic affairs, College of Medicine, UAMS, emergency physician, Freemason, history buff, travel enthusiast",2016-07-22 00:55:46,0,0,1,0,2263,3602,6543,13,None,0,0
518,2022-07-09 01:43:05,Bay Area LGBT community frustrated by response to monkeypox outbreak - YouTube: The Bay Area's LGBT community is going into the weekend uncertain about how to protect themselves against a monkeypox epidemic. _URL_,dlvr.it,False,True,Americas — United Kingdom | Keeping up-to-date on global exclusion — Stigmabase is a canadian internet non-profit Initiative. Founded in 2010,2010-04-29 13:56:48,1,0,0,0,4138,3736,1838759,262,Americas | United Kingdom,0,0
524,2022-07-09 01:44:21,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter for Android,False,False,None,2009-04-17 06:03:13,0,0,0,0,963,818,315,54,None,0,0
525,2022-07-09 01:44:21,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say - The New York Times _URL_ 来自 @GoogleNews",Twitter Web App,False,False,None,2010-09-03 16:20:30,0,0,0,0,62,40,94022,8,None,0,0
526,2022-07-09 01:44:34,Monkeypox cases by country This Month Last Month 2326-259- :Spain:Spain 1552-367- :United_Kingdom:United Kingdom 1490-150- :Germany:Germany 791-45- :United_States:United States 721-91- :France:France 473-209- :Portugal:Portugal 402-60- :Netherlands:Netherlands 398-113- :Canada:Canada 255-31- :Italy:Italy 1-0- :Jamaica:Jamaica #Jamaica _URL_,Twitter Web App,False,False,There is a growing trend in the godlinnes of beauty rather than the beauty in Godlinnes. Too much of the abnormal soon becomes normal. Love God love one another,2020-11-08 21:31:01,0,0,0,0,6,11,1686,1,WorldCountryNotCountryWorld,0,0
529,2022-07-09 01:46:11,".@DrJayVarma fears monkeypox could be here to stay. ""If we don't really get ahead of this, then we are going to fall further behind and it will become a permanent part of our disease landscape,"" Varma told @errollouis on ""Inside City Hall"" Friday. _URL_",SocialNewsDesk,True,True,The 24-hour news network dedicated to NYC. NY1 is also on Facebook (NY1News) and Instagram (NY1).,2009-05-29 22:37:45,16,3,13,4,464558,128,131215,4402,New York City,0,0
531,2022-07-09 01:46:34,Monkeypox discovered in Vancouver Island Health _URL_,VernonNow,False,False,None,2014-07-22 15:44:47,0,0,0,0,38,0,16246,1,None,0,0
532,2022-07-09 01:46:34,Monkeypox discovered in Vancouver Island Health _URL_,ShuswapNow,False,False,None,2015-05-18 14:40:18,0,0,0,0,35,0,12467,1,None,0,0
533,2022-07-09 01:46:34,Monkeypox discovered in Vancouver Island Health _URL_,PentictonNow,False,True,"Local news, events, sports, entertainment and more. Use the hashtag #PentictonNow",2014-08-06 21:25:21,0,0,0,0,462,346,22896,2,"Penticton, British Columbia",0,0
534,2022-07-09 01:46:34,CDC: Maryland reports more monkeypox cases - WBAL TV Baltimore _URL_,dlvr.it,False,True,Click here:,2014-01-08 08:42:06,0,0,0,0,377,284,233260,48,Las Vegas,0,0
535,2022-07-09 01:46:34,Monkeypox discovered in Vancouver Island Health _URL_,Kamloops BC Now,False,True,KamloopsBCNow Stuff that Matters.,2014-08-06 21:32:35,0,1,0,0,4772,2420,43709,150,"Kamloops, BC",0,0
536,2022-07-09 01:46:34,Monkeypox discovered in Vancouver Island Health _URL_,Welcome 2 Kelowna News,False,True,KelownaNow: Stuff That Matters. Instagram: kelownanow,2009-08-07 19:32:36,0,0,0,0,18932,383,111320,575,"Kelowna, BC, Canada",0,0
537,2022-07-09 01:46:35,Monkeypox discovered in Vancouver Island Health _URL_,PrinceGeorgeNow,False,True,Stuff that Matters,2014-08-08 23:52:02,0,0,0,0,710,229,21585,6,Prince George,0,0
538,2022-07-09 01:46:35,Monkeypox discovered in Vancouver Island Health _URL_,VictoriaNow,False,True,"Reporting on the stuff that matters in Victoria, British Columbia. Got a story tip? Email us at news@victorianow.com",2017-04-20 16:13:20,0,0,0,0,319,549,18723,5,"Victoria, British Columbia",0,0
542,2022-07-09 01:48:35,CNA Explains: Who is at risk of monkeypox and how worried should you be?   _URL_,Twitter for Android,False,False,What we learn from young to adulthood was experience that guide us thru life. MY in SG. Logistic/Frontliner. In lockdown mode since 17/3/20 (V):hibiscus:,2013-05-24 11:56:26,0,0,2,0,2412,3997,98806,146,Singapore/JB,0,0
545,2022-07-09 01:49:03,Men who have sex with men comprise the vast majority of monkeypox cases in this unprecedented outbreak. Eighteen of them talked to NBC News about their experiences. _URL_,SocialFlow,True,True,"NBC Out is the LGBTQ section of @NBCNews. We write and produce content about and of interest to the lesbian, gay, bisexual, transgender and queer community.",2015-06-17 22:44:19,9,5,18,2,38659,731,25488,542,nbcout@nbcuni.com,0,0
548,2022-07-09 01:49:56,"Experts Warn US Monkeypox Outbreak Might be ""Out of Control"" Already; WHO Records Over 5000 Global Cases | The Weather Channel - Articles from The Weather Channel | _URL_ - The Weather Channel _URL_ via @GoogleNews",Twitter Web App,False,True,Su Real Alteza Guillermo Dafid desde Casa Morillo de Andalusia y Rey de Nuevo Espana y del Gente y Conde de Cartagena y Marqués de La Puerta (1816 Fernando VII),2011-08-11 15:40:23,0,0,0,0,530,499,144866,2,Florida,0,0
549,2022-07-09 01:50:01,"721 cases of monkeypox in France (+144).  A 2nd child under 10 years old is among the new cases, as well as a 4th woman.  34 immunocompromised.  174 HIV carriers.  The superpox will be French! _URL_",Twitter Web App,False,False,None,2020-03-02 19:04:55,0,0,1,0,824,1365,72715,8,Nashville,0,0
550,2022-07-09 01:50:06,First case of monkeypox confirmed on Vancouver Island _URL_,SocialNewsDesk,True,True,News and information from Vancouver Island,2008-09-08 08:57:56,4,1,6,0,88189,887,81449,1227,"Victoria, B.C., Canada",0,0
551,2022-07-09 01:50:16,"Meanwhile, some experts are calling for monkeypox a pandemic :flushed_face: _URL_",Twitter for iPhone,False,True,"unconventional thinker + designer + wordsmith | dancing is my essence | prairie roots, spirit of the universe | feminist + atheist + relationship anarchist",2012-03-20 04:52:12,0,0,0,0,630,2032,7312,22,"Victoria, B.C.",0,0
552,2022-07-09 01:50:18,Pitt County is one of seven counties in North Carolina getting monkeypox vaccines from the federal government. _URL_,SocialNewsDesk,True,True,Breaking News and Weather. Links and Retweets are not endorsements.,2007-10-25 19:38:17,0,0,1,0,42255,68,100812,435,Eastern North Carolina,0,0
555,2022-07-09 01:50:53,"@Randall87454048 @Dingleberry888 @Angela787 How does monkeypox spread? (NSW Health) 1/2 Monkeypox spreads from one person to another through prolonged close contact (by inhaling the infected droplets) or direct contact with infected bodily fluids, lesions or scabs on the skin or contaminated objects",Twitter for iPad,False,False,None,2012-11-10 00:17:55,1,2,2,0,137,541,16013,6,Sydney,0,0
556,2022-07-09 01:51:07,Monkeypox cases in Texas now at 27 statewide with 11 just in the Houston area - _URL_ _URL_ via @GoogleNews,Twitter Web App,False,True,Su Real Alteza Guillermo Dafid desde Casa Morillo de Andalusia y Rey de Nuevo Espana y del Gente y Conde de Cartagena y Marqués de La Puerta (1816 Fernando VII),2011-08-11 15:40:23,0,0,0,0,530,499,144866,2,Florida,0,0
561,2022-07-09 01:52:08,Club Dallas and Big DaddyLand Festival Visitors Should Watch for Monkeypox: DCCHS - NBC 5 Dallas-Fort Worth _URL_ via @GoogleNews,Twitter Web App,False,True,Su Real Alteza Guillermo Dafid desde Casa Morillo de Andalusia y Rey de Nuevo Espana y del Gente y Conde de Cartagena y Marqués de La Puerta (1816 Fernando VII),2011-08-11 15:40:23,0,0,0,0,530,499,144866,2,Florida,0,0
564,2022-07-09 01:52:43,CDC: Maryland now reports more monkeypox cases - WBAL TV Baltimore _URL_ via @GoogleNews,Twitter Web App,False,True,Su Real Alteza Guillermo Dafid desde Casa Morillo de Andalusia y Rey de Nuevo Espana y del Gente y Conde de Cartagena y Marqués de La Puerta (1816 Fernando VII),2011-08-11 15:40:23,0,0,0,0,530,499,144866,2,Florida,0,0
568,2022-07-09 01:53:53,Monkeypox Vaccine Delayed After FDA Waited to Inspect Plant - New York Magazine _URL_ via @GoogleNews,Twitter Web App,False,True,Su Real Alteza Guillermo Dafid desde Casa Morillo de Andalusia y Rey de Nuevo Espana y del Gente y Conde de Cartagena y Marqués de La Puerta (1816 Fernando VII),2011-08-11 15:40:23,0,0,0,0,530,499,144866,2,Florida,0,0
569,2022-07-09 01:54:06,"Nashville health leaders investigating case of monkeypox, first reported in Tennessee | WZTV _URL_",Twitter for iPhone,False,True,Security and Law Enforcement Organization.  Account maintained by our news desk.,2008-12-28 19:53:20,0,0,0,0,3969,3718,264471,151,Rick McCann Police Chief/FF-EMT/Chaplain/Author,0,0
570,2022-07-09 01:54:26,LA County Limits Monkeypox Vaccine To Certain High-Risk Angelenos | LAist _URL_,Hootsuite Inc.,False,False,Instagram @jenetallday,2014-02-09 01:24:37,0,0,0,0,1758,553,219763,196,Unceded Tongva Land,0,0
579,2022-07-09 01:57:24,"The U.S. May Be Losing the Fight Against Monkeypox, Scientists Say _URL_",Twitter Web App,False,True,"Smallbiz Advisor, Speaker  Tweets: future of work, women, longevity, careers, veterans, military, US future  Careers - _URL_",2011-06-20 13:56:32,0,0,0,0,1180,1107,25473,232,Metro DC,0,0
585,2022-07-09 01:58:32,'Absolutely be concerned.' Monkeypox cases are surging in South Florida #SmartNews _URL_,Twitter for iPad,False,False,None,2015-01-03 20:39:15,0,0,0,0,81,166,10333,9,None,0,0
586,2022-07-09 01:58:33,Bay Area LGBT community frustrated by response to monkeypox outbreak _URL_,dlvr.it,False,True,Bay Area Daily News Aggregator (_URL_,2011-06-30 02:16:20,0,0,0,0,298,502,17434,14,"Bay Area, California",0,0
590,2022-07-09 01:59:10,"Two San Francisco lawmakers on Friday decried the federal response to the ongoing monkeypox outbreak, urging the government to distribute additional vaccines. _URL_",SocialNewsDesk,True,True,"News, Sports, Weather, Traffic & the Best of the Bay Area. Tag your :camera_with_flash: : #KPIX Download our app:  Apple: _URL_ Android: _URL_",2008-10-08 22:43:25,0,0,1,0,112060,2290,202212,2473,San Francisco Bay Area,0,0
591,2022-07-09 01:59:16,"""The global monkeypox toll has surpassed 8,100 cases, mostly men who have sex with men."" _URL_",Twitter Web App,False,False,"Jesus is Christ. Freedom is Godly. Truth over feelings. Policy shouldn't come from ""We don't know"" which isn't Science and data.",2012-12-03 03:47:29,0,2,0,0,241,690,23554,1,None,0,0
